日付,場所,天気,気温（℃）,芝,観客（人）,チーム名,対戦相手,Home/Away,得点,失点,ゴール期待値,シュート,枠内シュート,PKによるシュート,パス,クロス,直接ＦＫ,間接ＦＫ,ＣＫ,スローイン,ドリブル,タックル,クリア,インターセプト,オフサイド,警告,退場,３０ｍライン進入,ペナルティエリア進入,総走行距離（m）,スプリント,攻撃回数,チャンス構築率,ボール保持率,シュート_成功率,パス_成功率,クロス_成功率,スローイン_成功率,ドリブル_成功率,タックル_成功率,（被）ゴール期待値,（被）シュート,（被）枠内シュート,（被）PKによるシュート,（被）パス,（被）クロス,（被）直接ＦＫ,（被）間接ＦＫ,（被）ＣＫ,（被）スローイン,（被）ドリブル,（被）タックル,（被）クリア,（被）インターセプト,（被）オフサイド,（被）警告,（被）退場,（被）３０ｍライン進入,（被）ペナルティエリア進入,（被）総走行距離（m）,（被）スプリント,（被）攻撃回数,（被）チャンス構築率,（被）ボール保持率,（被）シュート_成功率,（被）パス_成功率,（被）クロス_成功率,（被）スローイン_成功率,（被）ドリブル_成功率,（被）タックル_成功率,勝ち点
2022-03-12,札幌ドーム,屋内,20.7,全面良芝,9115,北海道コンサドーレ札幌,横浜Ｆ・マリノス,Home,1,1,0.916,11,5,0,417,9,16,2,3,20,15,18,18,4,2,1,0,28,18,113497,218,110,10.0,46.7,9.1,77.0,44.4,100.0,40.0,66.7,1.306,14,5,0,566,23,20,2,9,20,11,16,18,1,2,4,0,50,13,116272,199,114,12.3,53.3,7.1,82.2,13.0,95.0,27.3,68.8,1
2022-03-12,札幌ドーム,屋内,20.7,全面良芝,9115,横浜Ｆ・マリノス,北海道コンサドーレ札幌,Away,1,1,1.306,14,5,0,566,23,20,2,9,20,11,16,18,1,2,4,0,50,13,116272,199,114,12.3,53.3,7.1,82.2,13.0,95.0,27.3,68.8,0.916,11,5,0,417,9,16,2,3,20,15,18,18,4,2,1,0,28,18,113497,218,110,10.0,46.7,9.1,77.0,44.4,100.0,40.0,66.7,1
2022-03-18,ニッパツ三ツ沢球技場,雨,5.8,全面良芝,6689,横浜Ｆ・マリノス,サガン鳥栖,Home,0,0,1.102,13,3,0,394,5,17,2,2,41,6,33,22,1,2,0,0,18,4,123591,181,170,7.6,51.0,0.0,57.4,20.0,70.7,16.7,57.6,0.783,9,2,0,349,17,14,2,5,43,7,25,16,3,2,1,0,22,9,126273,184,167,5.4,49.0,0.0,50.7,29.4,55.8,28.6,68.0,1
2022-03-18,ニッパツ三ツ沢球技場,雨,5.8,全面良芝,6689,サガン鳥栖,横浜Ｆ・マリノス,Away,0,0,0.783,9,2,0,349,17,14,2,5,43,7,25,16,3,2,1,0,22,9,126273,184,167,5.4,49.0,0.0,50.7,29.4,55.8,28.6,68.0,1.102,13,3,0,394,5,17,2,2,41,6,33,22,1,2,0,0,18,4,123591,181,170,7.6,51.0,0.0,57.4,20.0,70.7,16.7,57.6,1
2022-04-02,日産スタジアム,晴,10.4,全面良芝,20823,横浜Ｆ・マリノス,ＦＣ東京,Home,2,1,1.83,14,6,0,718,20,17,4,7,22,7,18,10,3,0,0,0,57,17,122398,233,122,11.5,62.4,14.3,83.0,35.0,95.5,71.4,61.1,0.728,8,2,0,363,12,12,0,3,23,7,28,20,4,4,3,1,27,11,115310,229,114,7.0,37.6,12.5,66.4,8.3,78.3,14.3,67.9,3
2022-04-02,日産スタジアム,晴,10.4,全面良芝,20823,ＦＣ東京,横浜Ｆ・マリノス,Away,1,2,0.728,8,2,0,363,12,12,0,3,23,7,28,20,4,4,3,1,27,11,115310,229,114,7.0,37.6,12.5,66.4,8.3,78.3,14.3,67.9,1.83,14,6,0,718,20,17,4,7,22,7,18,10,3,0,0,0,57,17,122398,233,122,11.5,62.4,14.3,83.0,35.0,95.5,71.4,61.1,0
2022-04-06,エディオンスタジアム広島,晴,13.6,全面良芝,3988,サンフレッチェ広島,横浜Ｆ・マリノス,Home,2,0,2.158,20,4,0,401,23,11,2,4,31,16,16,19,4,4,2,0,42,16,120743,226,131,15.3,39.6,10.0,68.1,39.1,93.5,50.0,68.8,0.154,4,0,0,692,9,14,4,6,24,11,16,22,1,2,1,0,34,4,119650,176,135,3.0,60.4,0.0,80.2,11.1,75.0,27.3,37.5,3
2022-04-06,エディオンスタジアム広島,晴,13.6,全面良芝,3988,横浜Ｆ・マリノス,サンフレッチェ広島,Away,0,2,0.154,4,0,0,692,9,14,4,6,24,11,16,22,1,2,1,0,34,4,119650,176,135,3.0,60.4,0.0,80.2,11.1,75.0,27.3,37.5,2.158,20,4,0,401,23,11,2,4,31,16,16,19,4,4,2,0,42,16,120743,226,131,15.3,39.6,10.0,68.1,39.1,93.5,50.0,68.8,0
2022-04-10,県立カシマサッカースタジアム,晴,23.5,全面良芝,17646,鹿島アントラーズ,横浜Ｆ・マリノス,Home,0,3,1.053,12,5,0,263,13,10,1,4,24,10,31,36,6,5,0,0,21,4,116820,216,135,8.9,35.8,0.0,57.4,15.4,87.5,60.0,58.1,2.727,25,3,0,663,34,13,5,7,40,22,17,22,1,1,0,0,63,23,116487,209,157,15.9,64.2,8.0,78.9,35.3,87.5,40.9,82.4,0
2022-04-10,県立カシマサッカースタジアム,晴,23.5,全面良芝,17646,横浜Ｆ・マリノス,鹿島アントラーズ,Away,3,0,2.727,25,3,0,663,34,13,5,7,40,22,17,22,1,1,0,0,63,23,116487,209,157,15.9,64.2,8.0,78.9,35.3,87.5,40.9,82.4,1.053,12,5,0,263,13,10,1,4,24,10,31,36,6,5,0,0,21,4,116820,216,135,8.9,35.8,0.0,57.4,15.4,87.5,60.0,58.1,3
2022-05-07,日産スタジアム,曇,21.3,全面良芝,22178,横浜Ｆ・マリノス,名古屋グランパス,Home,2,1,1.403,15,5,0,554,7,14,6,6,21,9,11,20,0,2,1,0,46,7,116653,206,115,13.0,59.9,13.3,84.8,14.3,81.0,33.3,36.4,1.047,10,3,0,313,14,16,2,9,25,10,23,18,0,6,1,0,24,5,116644,228,113,8.8,40.1,10.0,70.6,7.1,84.0,50.0,65.2,3
2022-05-07,日産スタジアム,曇,21.3,全面良芝,22178,名古屋グランパス,横浜Ｆ・マリノス,Away,1,2,1.047,10,3,0,313,14,16,2,9,25,10,23,18,0,6,1,0,24,5,116644,228,113,8.8,40.1,10.0,70.6,7.1,84.0,50.0,65.2,1.403,15,5,0,554,7,14,6,6,21,9,11,20,0,2,1,0,46,7,116653,206,115,13.0,59.9,13.3,84.8,14.3,81.0,33.3,36.4,0
2022-05-14,レモンガススタジアム平塚,曇時々晴のち晴,25.9,全面良芝,10752,湘南ベルマーレ,横浜Ｆ・マリノス,Home,1,4,1.614,22,8,0,423,29,8,3,6,15,15,22,17,5,4,0,0,44,26,128391,249,120,18.3,40.2,4.5,79.0,44.8,93.3,40.0,54.5,2.214,16,9,0,698,11,10,4,4,11,11,13,23,2,2,2,0,32,15,123479,206,110,14.5,59.8,25.0,87.4,27.3,90.9,45.5,61.5,0
2022-05-14,レモンガススタジアム平塚,曇時々晴のち晴,25.9,全面良芝,10752,横浜Ｆ・マリノス,湘南ベルマーレ,Away,4,1,2.214,16,9,0,698,11,10,4,4,11,11,13,23,2,2,2,0,32,15,123479,206,110,14.5,59.8,25.0,87.4,27.3,90.9,45.5,61.5,1.614,22,8,0,423,29,8,3,6,15,15,22,17,5,4,0,0,44,26,128391,249,120,18.3,40.2,4.5,79.0,44.8,93.3,40.0,54.5,3
2022-05-18,埼玉スタジアム２００２,晴,19.7,全面良芝,19425,浦和レッズ,横浜Ｆ・マリノス,Home,3,3,1.218,11,3,0,450,9,12,1,3,17,14,11,19,2,2,0,0,32,13,122090,187,113,9.7,43.5,27.3,81.8,22.2,100.0,64.3,63.6,1.423,13,7,0,716,18,17,2,3,13,13,18,13,4,1,2,0,60,17,126918,220,112,11.6,56.5,23.1,87.8,16.7,100.0,53.8,77.8,1
2022-05-18,埼玉スタジアム２００２,晴,19.7,全面良芝,19425,横浜Ｆ・マリノス,浦和レッズ,Away,3,3,1.423,13,7,0,716,18,17,2,3,13,13,18,13,4,1,2,0,60,17,126918,220,112,11.6,56.5,23.1,87.8,16.7,100.0,53.8,77.8,1.218,11,3,0,450,9,12,1,3,17,14,11,19,2,2,0,0,32,13,122090,187,113,9.7,43.5,27.3,81.8,22.2,100.0,64.3,63.6,1
2022-05-21,ベスト電器スタジアム,晴,22.1,全面良芝,7162,アビスパ福岡,横浜Ｆ・マリノス,Home,1,0,0.857,9,1,0,238,16,15,0,2,16,9,18,37,3,2,2,0,20,9,115972,197,104,8.7,33.7,11.1,57.6,25.0,81.3,77.8,66.7,1.695,15,1,0,715,21,13,1,7,32,8,7,17,0,0,0,1,52,11,113587,170,117,12.8,66.3,0.0,83.6,9.5,90.6,75.0,85.7,3
2022-05-21,ベスト電器スタジアム,晴,22.1,全面良芝,7162,横浜Ｆ・マリノス,アビスパ福岡,Away,0,1,1.695,15,1,0,715,21,13,1,7,32,8,7,17,0,0,0,1,52,11,113587,170,117,12.8,66.3,0.0,83.6,9.5,90.6,75.0,85.7,0.857,9,1,0,238,16,15,0,2,16,9,18,37,3,2,2,0,20,9,115972,197,104,8.7,33.7,11.1,57.6,25.0,81.3,77.8,66.7,0
2022-05-25,ニッパツ三ツ沢球技場,晴,20.9,全面良芝,7335,横浜Ｆ・マリノス,京都サンガF.C.,Home,2,0,2.162,28,13,0,535,18,14,6,4,47,14,12,9,0,1,2,0,54,21,125350,237,143,19.6,60.8,7.1,80.0,27.8,89.4,42.9,75.0,0.359,5,0,0,284,9,16,1,2,29,9,21,35,1,5,2,0,15,5,126716,252,129,3.9,39.2,0.0,64.4,11.1,93.1,55.6,57.1,3
2022-05-25,ニッパツ三ツ沢球技場,晴,20.9,全面良芝,7335,京都サンガF.C.,横浜Ｆ・マリノス,Away,0,2,0.359,5,0,0,284,9,16,1,2,29,9,21,35,1,5,2,0,15,5,126716,252,129,3.9,39.2,0.0,64.4,11.1,93.1,55.6,57.1,2.162,28,13,0,535,18,14,6,4,47,14,12,9,0,1,2,0,54,21,125350,237,143,19.6,60.8,7.1,80.0,27.8,89.4,42.9,75.0,0
2022-05-29,ヤマハスタジアム（磐田）,晴,26.5,全面良芝,10196,ジュビロ磐田,横浜Ｆ・マリノス,Home,0,2,0.783,9,4,0,408,7,10,2,1,29,11,32,19,3,2,0,0,21,5,113887,172,131,6.9,39.6,0.0,74.0,28.6,93.1,63.6,68.8,1.118,13,3,0,692,16,6,2,4,24,10,20,14,1,2,0,0,48,12,117030,165,123,10.6,60.4,15.4,85.3,25.0,87.5,40.0,60.0,0
2022-05-29,ヤマハスタジアム（磐田）,晴,26.5,全面良芝,10196,横浜Ｆ・マリノス,ジュビロ磐田,Away,2,0,1.118,13,3,0,692,16,6,2,4,24,10,20,14,1,2,0,0,48,12,117030,165,123,10.6,60.4,15.4,85.3,25.0,87.5,40.0,60.0,0.783,9,4,0,408,7,10,2,1,29,11,32,19,3,2,0,0,21,5,113887,172,131,6.9,39.6,0.0,74.0,28.6,93.1,63.6,68.8,3
2022-06-18,パナソニック スタジアム 吹田,晴,24.3,全面良芝,19039,ガンバ大阪,横浜Ｆ・マリノス,Home,1,2,1.236,12,4,0,351,8,11,3,3,29,9,17,23,2,1,4,1,21,11,120299,205,132,9.1,45.2,8.3,64.4,37.5,72.4,44.4,70.6,2.222,21,7,0,513,25,12,1,5,33,14,19,27,1,3,0,0,58,20,118022,178,131,16.0,54.8,9.5,75.2,24.0,81.8,50.0,47.4,0
2022-06-18,パナソニック スタジアム 吹田,晴,24.3,全面良芝,19039,横浜Ｆ・マリノス,ガンバ大阪,Away,2,1,2.222,21,7,0,513,25,12,1,5,33,14,19,27,1,3,0,0,58,20,118022,178,131,16.0,54.8,9.5,75.2,24.0,81.8,50.0,47.4,1.236,12,4,0,351,8,11,3,3,29,9,17,23,2,1,4,1,21,11,120299,205,132,9.1,45.2,8.3,64.4,37.5,72.4,44.4,70.6,3
2022-06-25,日産スタジアム,晴,30.6,全面良芝,23368,横浜Ｆ・マリノス,柏レイソル,Home,4,0,1.415,12,6,0,633,10,17,3,5,23,10,12,11,3,3,1,0,32,12,108648,160,121,9.9,62.4,33.3,82.6,10.0,95.7,50.0,33.3,0.302,4,2,0,294,7,14,3,6,17,7,17,14,2,2,3,0,13,5,104631,151,117,3.4,37.6,0.0,65.3,0.0,76.5,57.1,64.7,3
2022-06-25,日産スタジアム,晴,30.6,全面良芝,23368,柏レイソル,横浜Ｆ・マリノス,Away,0,4,0.302,4,2,0,294,7,14,3,6,17,7,17,14,2,2,3,0,13,5,104631,151,117,3.4,37.6,0.0,65.3,0.0,76.5,57.1,64.7,1.415,12,6,0,633,10,17,3,5,23,10,12,11,3,3,1,0,32,12,108648,160,121,9.9,62.4,33.3,82.6,10.0,95.7,50.0,33.3,0
2022-07-02,国立競技場,晴,30.1,全面良芝,56131,清水エスパルス,横浜Ｆ・マリノス,Home,3,5,1.557,13,6,0,363,22,6,3,0,19,11,19,30,1,2,0,0,26,14,117560,170,105,12.4,42.4,23.1,74.4,22.7,94.7,54.5,57.9,2.344,18,8,0,641,17,7,2,6,27,8,18,14,1,3,0,0,68,18,120656,180,110,16.4,57.6,27.8,84.7,23.5,81.5,62.5,61.1,0
2022-07-02,国立競技場,晴,30.1,全面良芝,56131,横浜Ｆ・マリノス,清水エスパルス,Away,5,3,2.344,18,8,0,641,17,7,2,6,27,8,18,14,1,3,0,0,68,18,120656,180,110,16.4,57.6,27.8,84.7,23.5,81.5,62.5,61.1,1.557,13,6,0,363,22,6,3,0,19,11,19,30,1,2,0,0,26,14,117560,170,105,12.4,42.4,23.1,74.4,22.7,94.7,54.5,57.9,3
2022-07-06,日産スタジアム,曇,26.0,全面良芝,13311,横浜Ｆ・マリノス,サンフレッチェ広島,Home,3,0,1.72,14,5,0,518,11,15,4,3,31,9,18,20,2,0,2,0,43,17,124631,207,147,9.5,51.1,21.4,78.2,36.4,67.7,77.8,61.1,2.283,20,3,0,492,27,12,0,9,25,13,18,24,2,4,2,0,44,15,118506,207,141,14.2,48.9,0.0,74.0,33.3,72.0,61.5,61.1,3
2022-07-06,日産スタジアム,曇,26.0,全面良芝,13311,サンフレッチェ広島,横浜Ｆ・マリノス,Away,0,3,2.283,20,3,0,492,27,12,0,9,25,13,18,24,2,4,2,0,44,15,118506,207,141,14.2,48.9,0.0,74.0,33.3,72.0,61.5,61.1,1.72,14,5,0,518,11,15,4,3,31,9,18,20,2,0,2,0,43,17,124631,207,147,9.5,51.1,21.4,78.2,36.4,67.7,77.8,61.1,0
2022-07-10,ヨドコウ桜スタジアム,晴,28.8,全面良芝,10729,セレッソ大阪,横浜Ｆ・マリノス,Home,2,2,0.643,9,4,0,256,20,14,3,2,21,8,20,40,5,2,0,1,23,10,108142,164,113,8.0,37.5,22.2,64.5,25.0,71.4,50.0,50.0,1.779,15,5,1,666,27,4,2,4,27,14,10,13,1,3,1,0,51,20,106562,161,114,13.2,62.5,13.3,82.4,22.2,88.9,78.6,60.0,1
2022-07-10,ヨドコウ桜スタジアム,晴,28.8,全面良芝,10729,横浜Ｆ・マリノス,セレッソ大阪,Away,2,2,1.779,15,5,1,666,27,4,2,4,27,14,10,13,1,3,1,0,51,20,106562,161,114,13.2,62.5,13.3,82.4,22.2,88.9,78.6,60.0,0.643,9,4,0,256,20,14,3,2,21,8,20,40,5,2,0,1,23,10,108142,164,113,8.0,37.5,22.2,64.5,25.0,71.4,50.0,50.0,1
2022-07-16,駅前不動産スタジアム,晴,27.5,全面良芝,8540,サガン鳥栖,横浜Ｆ・マリノス,Home,2,2,1.014,13,2,0,354,14,13,3,3,12,7,15,22,1,2,2,0,40,13,121217,198,105,12.4,40.4,15.4,74.9,14.3,100.0,28.6,46.7,1.686,13,5,1,611,17,24,2,6,20,14,15,12,0,3,1,0,40,18,118241,183,125,10.4,59.6,15.4,82.5,11.8,75.0,85.7,73.3,1
2022-07-16,駅前不動産スタジアム,晴,27.5,全面良芝,8540,横浜Ｆ・マリノス,サガン鳥栖,Away,2,2,1.686,13,5,1,611,17,24,2,6,20,14,15,12,0,3,1,0,40,18,118241,183,125,10.4,59.6,15.4,82.5,11.8,75.0,85.7,73.3,1.014,13,2,0,354,14,13,3,3,12,7,15,22,1,2,2,0,40,13,121217,198,105,12.4,40.4,15.4,74.9,14.3,100.0,28.6,46.7,1
2022-07-30,日産スタジアム,晴,30.0,不良,31599,横浜Ｆ・マリノス,鹿島アントラーズ,Home,2,0,2.144,20,3,0,483,19,19,5,5,21,14,15,15,2,2,1,0,58,24,109202,175,123,16.3,58.8,10.0,77.6,36.8,71.4,50.0,60.0,0.515,6,1,0,295,15,10,2,4,20,6,20,24,0,4,1,0,24,4,106433,167,113,5.3,41.2,0.0,62.0,6.7,95.0,66.7,65.0,3
2022-07-30,日産スタジアム,晴,30.0,不良,31599,鹿島アントラーズ,横浜Ｆ・マリノス,Away,0,2,0.515,6,1,0,295,15,10,2,4,20,6,20,24,0,4,1,0,24,4,106433,167,113,5.3,41.2,0.0,62.0,6.7,95.0,66.7,65.0,2.144,20,3,0,483,19,19,5,5,21,14,15,15,2,2,1,0,58,24,109202,175,123,16.3,58.8,10.0,77.6,36.8,71.4,50.0,60.0,0
2022-08-07,等々力陸上競技場,晴,28.0,全面良芝,20704,川崎フロンターレ,横浜Ｆ・マリノス,Home,2,1,1.622,13,4,0,409,13,16,3,4,27,6,20,16,4,1,1,0,32,6,105118,141,112,11.6,51.6,15.4,76.0,30.8,92.6,66.7,65.0,0.94,10,2,0,414,17,11,1,3,33,6,9,14,0,3,1,0,37,8,109332,129,106,9.4,48.4,10.0,75.4,29.4,87.9,50.0,66.7,3
2022-08-07,等々力陸上競技場,晴,28.0,全面良芝,20704,横浜Ｆ・マリノス,川崎フロンターレ,Away,1,2,0.94,10,2,0,414,17,11,1,3,33,6,9,14,0,3,1,0,37,8,109332,129,106,9.4,48.4,10.0,75.4,29.4,87.9,50.0,66.7,1.622,13,4,0,409,13,16,3,4,27,6,20,16,4,1,1,0,32,6,105118,141,112,11.6,51.6,15.4,76.0,30.8,92.6,66.7,65.0,0
2022-09-03,味の素スタジアム,曇,26.2,全面良芝,29034,ＦＣ東京,横浜Ｆ・マリノス,Home,2,2,1.362,17,4,0,424,6,16,2,6,9,13,19,27,1,2,1,0,24,10,113287,180,116,14.7,47.7,11.8,82.1,33.3,77.8,61.5,89.5,2.476,16,3,0,544,20,7,3,8,20,7,11,10,2,2,2,0,60,22,116457,176,110,14.5,52.3,12.5,85.1,20.0,85.0,57.1,72.7,1
2022-09-03,味の素スタジアム,曇,26.2,全面良芝,29034,横浜Ｆ・マリノス,ＦＣ東京,Away,2,2,2.476,16,3,0,544,20,7,3,8,20,7,11,10,2,2,2,0,60,22,116457,176,110,14.5,52.3,12.5,85.1,20.0,85.0,57.1,72.7,1.362,17,4,0,424,6,16,2,6,9,13,19,27,1,2,1,0,24,10,113287,180,116,14.7,47.7,11.8,82.1,33.3,77.8,61.5,89.5,1
2022-09-07,日産スタジアム,雨,26.3,全面良芝,11388,横浜Ｆ・マリノス,湘南ベルマーレ,Home,3,0,2.682,20,6,1,555,27,14,2,9,21,14,8,19,1,3,1,0,52,20,115092,173,122,16.4,56.3,15.0,78.7,7.4,90.5,50.0,62.5,1.058,13,2,0,311,12,8,3,3,20,5,15,32,1,2,0,0,22,10,112847,160,106,12.3,43.7,0.0,67.5,33.3,100.0,20.0,53.3,3
2022-09-07,日産スタジアム,雨,26.3,全面良芝,11388,湘南ベルマーレ,横浜Ｆ・マリノス,Away,0,3,1.058,13,2,0,311,12,8,3,3,20,5,15,32,1,2,0,0,22,10,112847,160,106,12.3,43.7,0.0,67.5,33.3,100.0,20.0,53.3,2.682,20,6,1,555,27,14,2,9,21,14,8,19,1,3,1,0,52,20,115092,173,122,16.4,56.3,15.0,78.7,7.4,90.5,50.0,62.5,0
2022-09-10,日産スタジアム,晴,24.8,全面良芝,17631,横浜Ｆ・マリノス,アビスパ福岡,Home,1,0,1.562,12,5,0,628,10,22,0,4,22,8,13,20,0,3,1,0,40,10,114052,171,132,9.1,62.2,8.3,81.7,10.0,77.3,12.5,46.2,0.595,7,3,0,273,7,13,3,1,26,7,23,17,1,0,1,0,23,6,107786,183,120,5.8,37.8,0.0,54.6,14.3,92.3,14.3,65.2,3
2022-09-10,日産スタジアム,晴,24.8,全面良芝,17631,アビスパ福岡,横浜Ｆ・マリノス,Away,0,1,0.595,7,3,0,273,7,13,3,1,26,7,23,17,1,0,1,0,23,6,107786,183,120,5.8,37.8,0.0,54.6,14.3,92.3,14.3,65.2,1.562,12,5,0,628,10,22,0,4,22,8,13,20,0,3,1,0,40,10,114052,171,132,9.1,62.2,8.3,81.7,10.0,77.3,12.5,46.2,0
2022-09-14,サンガスタジアム by ＫＹＯＣＥＲＡ,晴,26.6,全面良芝,9129,京都サンガF.C.,横浜Ｆ・マリノス,Home,1,2,2.596,19,6,0,406,16,8,1,6,24,11,22,17,1,3,3,0,37,11,111195,177,125,15.2,47.6,5.3,69.7,31.3,79.2,18.2,68.2,0.901,8,5,0,520,11,16,3,5,12,5,21,23,3,1,1,0,45,13,111395,154,127,6.3,52.4,25.0,76.7,9.1,50.0,20.0,57.1,0
2022-09-14,サンガスタジアム by ＫＹＯＣＥＲＡ,晴,26.6,全面良芝,9129,横浜Ｆ・マリノス,京都サンガF.C.,Away,2,1,0.901,8,5,0,520,11,16,3,5,12,5,21,23,3,1,1,0,45,13,111395,154,127,6.3,52.4,25.0,76.7,9.1,50.0,20.0,57.1,2.596,19,6,0,406,16,8,1,6,24,11,22,17,1,3,3,0,37,11,111195,177,125,15.2,47.6,5.3,69.7,31.3,79.2,18.2,68.2,3
2022-09-18,日産スタジアム,雨,26.3,全面良芝,20341,横浜Ｆ・マリノス,北海道コンサドーレ札幌,Home,0,0,1.146,11,3,0,504,14,11,2,5,20,7,10,21,2,2,0,0,50,13,108238,145,118,9.3,55.5,0.0,79.0,21.4,85.0,57.1,70.0,0.788,12,6,0,320,15,14,2,3,15,11,20,22,2,2,2,0,23,11,106235,150,111,10.8,44.5,0.0,69.7,20.0,100.0,36.4,55.0,1
