日付,場所,天気,気温（℃）,芝,観客（人）,チーム名,対戦相手,Home/Away,得点,失点,ゴール期待値,シュート,枠内シュート,PKによるシュート,パス,クロス,直接ＦＫ,間接ＦＫ,ＣＫ,スローイン,ドリブル,タックル,クリア,インターセプト,オフサイド,警告,退場,３０ｍライン進入,ペナルティエリア進入,総走行距離（m）,スプリント,攻撃回数,チャンス構築率,ボール保持率,シュート_成功率,パス_成功率,クロス_成功率,スローイン_成功率,ドリブル_成功率,タックル_成功率,（被）ゴール期待値,（被）シュート,（被）枠内シュート,（被）PKによるシュート,（被）パス,（被）クロス,（被）直接ＦＫ,（被）間接ＦＫ,（被）ＣＫ,（被）スローイン,（被）ドリブル,（被）タックル,（被）クリア,（被）インターセプト,（被）オフサイド,（被）警告,（被）退場,（被）３０ｍライン進入,（被）ペナルティエリア進入,（被）総走行距離（m）,（被）スプリント,（被）攻撃回数,（被）チャンス構築率,（被）ボール保持率,（被）シュート_成功率,（被）パス_成功率,（被）クロス_成功率,（被）スローイン_成功率,（被）ドリブル_成功率,（被）タックル_成功率,勝ち点
2023-04-01,ヨドコウ桜スタジアム,晴,22.6,全面良芝,18955,セレッソ大阪,横浜Ｆ・マリノス,Home,2,1,1.09,10,4,0,310,10,8,7,6,17,8,24,22,4,3,1,0,24,8,114560,145,125,8.0,42.2,20.0,67.7,40.0,70.6,25.0,70.8,1.852,15,3,0,623,22,20,3,5,29,11,21,12,1,6,1,0,40,14,116178,141,137,10.9,57.8,0.0,80.7,22.7,86.2,54.5,61.9,3
2023-04-01,ヨドコウ桜スタジアム,晴,22.6,全面良芝,18955,横浜Ｆ・マリノス,セレッソ大阪,Away,1,2,1.852,15,3,0,623,22,20,3,5,29,11,21,12,1,6,1,0,40,14,116178,141,137,10.9,57.8,0.0,80.7,22.7,86.2,54.5,61.9,1.09,10,4,0,310,10,8,7,6,17,8,24,22,4,3,1,0,24,8,114560,145,125,8.0,42.2,20.0,67.7,40.0,70.6,25.0,70.8,0
2023-04-08,日産スタジアム,雨のち曇,12.3,全面良芝,25238,横浜Ｆ・マリノス,横浜ＦＣ,Home,5,0,1.768,16,8,0,615,16,12,3,3,15,14,23,21,1,5,2,0,46,15,122290,173,111,14.4,52.9,31.3,84.7,37.5,100.0,57.1,56.5,1.309,16,5,0,456,15,13,5,8,24,21,19,17,1,3,1,0,33,13,123934,149,124,12.9,47.1,0.0,81.8,20.0,91.7,52.4,63.2,3
2023-04-08,日産スタジアム,雨のち曇,12.3,全面良芝,25238,横浜ＦＣ,横浜Ｆ・マリノス,Away,0,5,1.309,16,5,0,456,15,13,5,8,24,21,19,17,1,3,1,0,33,13,123934,149,124,12.9,47.1,0.0,81.8,20.0,91.7,52.4,63.2,1.768,16,8,0,615,16,12,3,3,15,14,23,21,1,5,2,0,46,15,122290,173,111,14.4,52.9,31.3,84.7,37.5,100.0,57.1,56.5,0
2023-04-15,レモンガススタジアム平塚,雨,15.1,全面良芝,9355,湘南ベルマーレ,横浜Ｆ・マリノス,Home,1,1,1.809,14,4,0,376,22,12,4,9,24,7,22,12,1,1,3,0,38,17,122018,150,133,10.5,44.1,7.1,68.1,18.2,83.3,57.1,54.5,1.714,17,10,0,553,16,19,1,2,24,15,15,28,1,4,1,0,43,15,118644,117,135,12.6,55.9,5.9,78.5,18.8,79.2,73.3,60.0,1
2023-04-15,レモンガススタジアム平塚,雨,15.1,全面良芝,9355,横浜Ｆ・マリノス,湘南ベルマーレ,Away,1,1,1.714,17,10,0,553,16,19,1,2,24,15,15,28,1,4,1,0,43,15,118644,117,135,12.6,55.9,5.9,78.5,18.8,79.2,73.3,60.0,1.809,14,4,0,376,22,12,4,9,24,7,22,12,1,1,3,0,38,17,122018,150,133,10.5,44.1,7.1,68.1,18.2,83.3,57.1,54.5,1
2023-04-22,ノエビアスタジアム神戸,晴,13.6,全面良芝,22164,ヴィッセル神戸,横浜Ｆ・マリノス,Home,2,3,1.617,13,4,0,382,31,9,2,6,30,11,11,28,4,7,2,0,32,15,121424,139,111,11.7,45.6,15.4,70.2,16.1,93.3,63.6,72.7,0.712,11,4,0,546,14,16,7,9,16,13,11,36,0,2,0,0,33,11,120907,134,113,9.7,54.4,27.3,79.1,28.6,93.8,38.5,54.5,0
2023-04-22,ノエビアスタジアム神戸,晴,13.6,全面良芝,22164,横浜Ｆ・マリノス,ヴィッセル神戸,Away,3,2,0.712,11,4,0,546,14,16,7,9,16,13,11,36,0,2,0,0,33,11,120907,134,113,9.7,54.4,27.3,79.1,28.6,93.8,38.5,54.5,1.617,13,4,0,382,31,9,2,6,30,11,11,28,4,7,2,0,32,15,121424,139,111,11.7,45.6,15.4,70.2,16.1,93.3,63.6,72.7,3
2023-04-29,日産スタジアム,晴,21.3,全面良芝,33048,横浜Ｆ・マリノス,名古屋グランパス,Home,1,1,0.667,8,3,0,562,9,16,5,1,20,11,13,24,1,1,1,0,37,6,108325,110,113,7.1,61.3,12.5,83.8,22.2,75.0,45.5,76.9,1.222,18,6,0,282,17,16,1,11,20,13,24,13,3,5,2,0,34,12,108379,139,119,15.1,38.7,5.6,67.4,5.9,85.0,61.5,75.0,1
2023-04-29,日産スタジアム,晴,21.3,全面良芝,33048,名古屋グランパス,横浜Ｆ・マリノス,Away,1,1,1.222,18,6,0,282,17,16,1,11,20,13,24,13,3,5,2,0,34,12,108379,139,119,15.1,38.7,5.6,67.4,5.9,85.0,61.5,75.0,0.667,8,3,0,562,9,16,5,1,20,11,13,24,1,1,1,0,37,6,108325,110,113,7.1,61.3,12.5,83.8,22.2,75.0,45.5,76.9,1
2023-05-03,駅前不動産スタジアム,晴のち曇,25.8,全面良芝,11354,サガン鳥栖,横浜Ｆ・マリノス,Home,1,3,2.701,25,5,0,495,24,6,1,9,31,13,8,12,4,4,0,0,33,18,122802,144,122,20.5,49.0,4.0,79.2,25.0,77.4,38.5,75.0,1.714,14,4,0,508,10,9,4,0,15,5,18,29,1,1,1,0,31,16,119315,141,105,13.3,51.0,21.4,82.5,40.0,100.0,60.0,50.0,0
2023-05-03,駅前不動産スタジアム,晴のち曇,25.8,全面良芝,11354,横浜Ｆ・マリノス,サガン鳥栖,Away,3,1,1.714,14,4,0,508,10,9,4,0,15,5,18,29,1,1,1,0,31,16,119315,141,105,13.3,51.0,21.4,82.5,40.0,100.0,60.0,50.0,2.701,25,5,0,495,24,6,1,9,31,13,8,12,4,4,0,0,33,18,122802,144,122,20.5,49.0,4.0,79.2,25.0,77.4,38.5,75.0,3
2023-05-07,日産スタジアム,雨,17.8,全面良芝,22160,横浜Ｆ・マリノス,京都サンガF.C.,Home,4,1,1.178,13,4,0,585,16,18,4,5,21,10,19,20,0,3,1,0,42,13,117259,105,113,11.5,55.7,23.1,81.4,12.5,85.7,80.0,63.2,0.603,12,2,0,427,18,10,3,2,18,16,11,22,3,4,5,0,37,9,120065,132,103,11.7,44.3,8.3,77.3,11.1,94.4,56.3,45.5,3
2023-05-07,日産スタジアム,雨,17.8,全面良芝,22160,京都サンガF.C.,横浜Ｆ・マリノス,Away,1,4,0.603,12,2,0,427,18,10,3,2,18,16,11,22,3,4,5,0,37,9,120065,132,103,11.7,44.3,8.3,77.3,11.1,94.4,56.3,45.5,1.178,13,4,0,585,16,18,4,5,21,10,19,20,0,3,1,0,42,13,117259,105,113,11.5,55.7,23.1,81.4,12.5,85.7,80.0,63.2,0
2023-05-14,デンカビッグスワンスタジアム,曇時々晴,22.8,全面良芝,24501,アルビレックス新潟,横浜Ｆ・マリノス,Home,2,1,1.041,14,5,0,540,3,10,1,7,9,9,16,31,2,2,0,0,40,16,120539,118,114,12.3,48.2,14.3,84.1,0.0,100.0,44.4,68.8,1.05,12,5,0,615,23,6,2,6,17,14,9,10,2,1,0,0,63,16,119410,113,109,11.0,51.8,8.3,82.8,30.4,88.2,50.0,77.8,3
2023-05-14,デンカビッグスワンスタジアム,曇時々晴,22.8,全面良芝,24501,横浜Ｆ・マリノス,アルビレックス新潟,Away,1,2,1.05,12,5,0,615,23,6,2,6,17,14,9,10,2,1,0,0,63,16,119410,113,109,11.0,51.8,8.3,82.8,30.4,88.2,50.0,77.8,1.041,14,5,0,540,3,10,1,7,9,9,16,31,2,2,0,0,40,16,120539,118,114,12.3,48.2,14.3,84.1,0.0,100.0,44.4,68.8,0
2023-05-20,パナソニック スタジアム 吹田,晴,19.6,全面良芝,19823,ガンバ大阪,横浜Ｆ・マリノス,Home,0,2,1.232,14,3,0,397,23,11,0,7,15,15,34,18,0,4,2,0,44,15,109793,123,105,13.3,44.5,0.0,76.3,21.7,86.7,46.7,55.9,1.309,11,5,0,545,9,14,4,6,19,13,17,25,2,0,5,1,36,10,109622,110,116,9.5,55.5,18.2,84.4,33.3,68.4,30.8,64.7,0
2023-05-20,パナソニック スタジアム 吹田,晴,19.6,全面良芝,19823,横浜Ｆ・マリノス,ガンバ大阪,Away,2,0,1.309,11,5,0,545,9,14,4,6,19,13,17,25,2,0,5,1,36,10,109622,110,116,9.5,55.5,18.2,84.4,33.3,68.4,30.8,64.7,1.232,14,3,0,397,23,11,0,7,15,15,34,18,0,4,2,0,44,15,109793,123,105,13.3,44.5,0.0,76.3,21.7,86.7,46.7,55.9,3
2023-05-28,日産スタジアム,晴,23.8,全面良芝,26115,横浜Ｆ・マリノス,アビスパ福岡,Home,2,0,2.065,20,9,0,778,15,11,3,4,20,17,15,14,1,1,2,0,56,12,115918,118,110,18.2,61.3,10.0,87.4,26.7,95.0,47.1,73.3,1.6,12,2,0,360,9,9,1,4,16,9,21,22,1,3,1,0,23,7,113497,145,111,10.8,38.7,0.0,74.4,33.3,87.5,55.6,57.1,3
2023-05-28,日産スタジアム,晴,23.8,全面良芝,26115,アビスパ福岡,横浜Ｆ・マリノス,Away,0,2,1.6,12,2,0,360,9,9,1,4,16,9,21,22,1,3,1,0,23,7,113497,145,111,10.8,38.7,0.0,74.4,33.3,87.5,55.6,57.1,2.065,20,9,0,778,15,11,3,4,20,17,15,14,1,1,2,0,56,12,115918,118,110,18.2,61.3,10.0,87.4,26.7,95.0,47.1,73.3,0
2023-06-03,味の素スタジアム,晴,24.1,全面良芝,28553,ＦＣ東京,横浜Ｆ・マリノス,Home,2,3,2.078,20,5,0,309,13,12,2,8,18,11,30,15,2,1,2,1,27,12,111936,147,115,17.4,39.6,10.0,71.5,30.8,66.7,27.3,73.3,2.007,17,7,0,525,19,13,1,2,22,11,20,27,2,2,0,0,39,17,113054,118,112,15.2,60.4,17.6,85.0,42.1,90.9,36.4,60.0,0
2023-06-03,味の素スタジアム,晴,24.1,全面良芝,28553,横浜Ｆ・マリノス,ＦＣ東京,Away,3,2,2.007,17,7,0,525,19,13,1,2,22,11,20,27,2,2,0,0,39,17,113054,118,112,15.2,60.4,17.6,85.0,42.1,90.9,36.4,60.0,2.078,20,5,0,309,13,12,2,8,18,11,30,15,2,1,2,1,27,12,111936,147,115,17.4,39.6,10.0,71.5,30.8,66.7,27.3,73.3,3
2023-06-10,日産スタジアム,曇,24.1,全面良芝,26946,横浜Ｆ・マリノス,柏レイソル,Home,4,3,2.219,15,5,1,591,19,16,2,5,17,14,15,6,0,1,2,0,43,10,114062,105,104,14.4,60.4,26.7,85.8,21.1,94.1,57.1,53.3,1.722,18,4,0,333,10,12,1,4,16,8,12,27,3,1,5,1,26,11,112104,117,94,19.1,39.6,11.1,80.2,30.0,87.5,62.5,66.7,3
2023-06-10,日産スタジアム,曇,24.1,全面良芝,26946,柏レイソル,横浜Ｆ・マリノス,Away,3,4,1.722,18,4,0,333,10,12,1,4,16,8,12,27,3,1,5,1,26,11,112104,117,94,19.1,39.6,11.1,80.2,30.0,87.5,62.5,66.7,2.219,15,5,1,591,19,16,2,5,17,14,15,6,0,1,2,0,43,10,114062,105,104,14.4,60.4,26.7,85.8,21.1,94.1,57.1,53.3,0
2023-06-24,エディオンスタジアム広島,晴,24.0,全面良芝,15163,サンフレッチェ広島,横浜Ｆ・マリノス,Home,0,1,1.55,22,2,0,389,23,8,3,5,22,11,23,17,2,2,1,0,44,19,116845,144,119,18.5,43.5,0.0,68.1,8.7,95.5,54.5,47.8,1.196,13,5,0,488,16,11,2,4,33,16,16,33,0,3,0,0,43,14,118406,138,123,10.6,56.5,7.7,79.5,25.0,69.7,68.8,62.5,0
2023-06-24,エディオンスタジアム広島,晴,24.0,全面良芝,15163,横浜Ｆ・マリノス,サンフレッチェ広島,Away,1,0,1.196,13,5,0,488,16,11,2,4,33,16,16,33,0,3,0,0,43,14,118406,138,123,10.6,56.5,7.7,79.5,25.0,69.7,68.8,62.5,1.55,22,2,0,389,23,8,3,5,22,11,23,17,2,2,1,0,44,19,116845,144,119,18.5,43.5,0.0,68.1,8.7,95.5,54.5,47.8,3
2023-07-02,日産スタジアム,晴,24.4,全面良芝,21160,横浜Ｆ・マリノス,湘南ベルマーレ,Home,4,1,3.219,22,13,0,566,11,11,4,2,13,15,14,16,3,4,1,0,48,20,118766,153,123,17.9,51.9,18.2,84.5,45.5,76.9,33.3,71.4,1.662,13,4,1,466,14,9,4,5,17,10,25,15,2,4,3,0,45,16,122593,154,118,11.0,48.1,7.7,77.3,21.4,100.0,60.0,72.0,3
2023-07-02,日産スタジアム,晴,24.4,全面良芝,21160,湘南ベルマーレ,横浜Ｆ・マリノス,Away,1,4,1.662,13,4,1,466,14,9,4,5,17,10,25,15,2,4,3,0,45,16,122593,154,118,11.0,48.1,7.7,77.3,21.4,100.0,60.0,72.0,3.219,22,13,0,566,11,11,4,2,13,15,14,16,3,4,1,0,48,20,118766,153,123,17.9,51.9,18.2,84.5,45.5,76.9,33.3,71.4,0
2023-07-08,豊田スタジアム,晴のち雨,29.3,全面良芝,29743,名古屋グランパス,横浜Ｆ・マリノス,Home,2,2,1.834,17,7,0,350,17,12,0,9,18,12,19,18,2,5,3,0,21,14,108499,134,113,15.0,43.0,11.8,70.9,23.5,100.0,75.0,68.4,1.63,18,5,0,519,11,14,5,2,23,14,14,21,1,0,1,0,54,13,108037,102,106,17.0,57.0,11.1,83.4,18.2,87.0,57.1,57.1,1
2023-07-08,豊田スタジアム,晴のち雨,29.3,全面良芝,29743,横浜Ｆ・マリノス,名古屋グランパス,Away,2,2,1.63,18,5,0,519,11,14,5,2,23,14,14,21,1,0,1,0,54,13,108037,102,106,17.0,57.0,11.1,83.4,18.2,87.0,57.1,57.1,1.834,17,7,0,350,17,12,0,9,18,12,19,18,2,5,3,0,21,14,108499,134,113,15.0,43.0,11.8,70.9,23.5,100.0,75.0,68.4,1
2023-07-15,日産スタジアム,晴,28.6,全面良芝,42772,横浜Ｆ・マリノス,川崎フロンターレ,Home,0,1,1.204,13,4,0,642,16,10,7,4,17,14,14,19,2,3,1,0,60,12,112500,100,106,12.3,53.1,0.0,85.8,37.5,88.2,42.9,42.9,2.667,18,8,1,489,19,5,3,6,13,12,14,13,2,7,1,0,39,23,115282,124,106,17.0,46.9,5.6,81.2,21.1,100.0,66.7,64.3,0
2023-07-15,日産スタジアム,晴,28.6,全面良芝,42772,川崎フロンターレ,横浜Ｆ・マリノス,Away,1,0,2.667,18,8,1,489,19,5,3,6,13,12,14,13,2,7,1,0,39,23,115282,124,106,17.0,46.9,5.6,81.2,21.1,100.0,66.7,64.3,1.204,13,4,0,642,16,10,7,4,17,14,14,19,2,3,1,0,60,12,112500,100,106,12.3,53.1,0.0,85.8,37.5,88.2,42.9,42.9,3
2023-08-06,埼玉スタジアム２００２,晴,29.2,全面良芝,42664,浦和レッズ,横浜Ｆ・マリノス,Home,0,0,1.388,16,5,0,376,15,10,2,4,18,10,30,18,2,0,2,0,42,23,109800,109,113,14.2,46.5,0.0,75.3,20.0,94.4,50.0,60.0,0.859,8,3,0,477,16,15,0,7,29,10,17,20,1,2,0,0,36,7,114245,93,122,6.6,53.5,0.0,79.9,6.3,89.7,60.0,52.9,1
2023-08-06,埼玉スタジアム２００２,晴,29.2,全面良芝,42664,横浜Ｆ・マリノス,浦和レッズ,Away,0,0,0.859,8,3,0,477,16,15,0,7,29,10,17,20,1,2,0,0,36,7,114245,93,122,6.6,53.5,0.0,79.9,6.3,89.7,60.0,52.9,1.388,16,5,0,376,15,10,2,4,18,10,30,18,2,0,2,0,42,23,109800,109,113,14.2,46.5,0.0,75.3,20.0,94.4,50.0,60.0,1
2023-08-12,日産スタジアム,晴,29.5,全面良芝,33261,横浜Ｆ・マリノス,ガンバ大阪,Home,2,1,2.061,18,3,1,358,8,10,2,9,20,8,19,31,0,1,2,1,35,13,111274,79,104,17.3,45.4,11.1,80.2,25.0,75.0,37.5,63.2,1.361,12,3,0,465,24,9,1,5,21,13,12,19,3,2,2,0,34,15,110509,87,104,11.5,54.6,8.3,80.4,29.2,95.2,76.9,75.0,3
2023-08-12,日産スタジアム,晴,29.5,全面良芝,33261,ガンバ大阪,横浜Ｆ・マリノス,Away,1,2,1.361,12,3,0,465,24,9,1,5,21,13,12,19,3,2,2,0,34,15,110509,87,104,11.5,54.6,8.3,80.4,29.2,95.2,76.9,75.0,2.061,18,3,1,358,8,10,2,9,20,8,19,31,0,1,2,1,35,13,111274,79,104,17.3,45.4,11.1,80.2,25.0,75.0,37.5,63.2,0
2023-08-19,日産スタジアム,晴,29.2,全面良芝,33701,横浜Ｆ・マリノス,ＦＣ東京,Home,2,1,0.949,15,6,0,619,12,10,2,4,21,7,16,13,2,0,0,0,53,14,114611,78,105,14.3,59.6,13.3,86.9,41.7,76.2,57.1,75.0,1.022,10,5,0,348,17,13,0,1,20,6,18,15,5,2,2,0,24,11,113673,117,102,9.8,40.4,10.0,75.9,23.5,85.0,16.7,66.7,3
2023-08-19,日産スタジアム,晴,29.2,全面良芝,33701,ＦＣ東京,横浜Ｆ・マリノス,Away,1,2,1.022,10,5,0,348,17,13,0,1,20,6,18,15,5,2,2,0,24,11,113673,117,102,9.8,40.4,10.0,75.9,23.5,85.0,16.7,66.7,0.949,15,6,0,619,12,10,2,4,21,7,16,13,2,0,0,0,53,14,114611,78,105,14.3,59.6,13.3,86.9,41.7,76.2,57.1,75.0,0
2023-08-26,ニッパツ三ツ沢球技場,晴,29.1,全面良芝,13321,横浜ＦＣ,横浜Ｆ・マリノス,Home,4,1,0.813,13,7,0,225,12,3,0,8,14,6,12,36,2,2,1,0,26,10,116837,149,91,14.3,33.7,23.1,68.4,8.3,78.6,33.3,83.3,1.761,19,6,0,643,26,9,2,13,20,11,10,24,1,0,0,0,71,15,117110,119,107,17.8,66.3,5.3,86.2,26.9,90.0,54.5,70.0,3
2023-08-26,ニッパツ三ツ沢球技場,晴,29.1,全面良芝,13321,横浜Ｆ・マリノス,横浜ＦＣ,Away,1,4,1.761,19,6,0,643,26,9,2,13,20,11,10,24,1,0,0,0,71,15,117110,119,107,17.8,66.3,5.3,86.2,26.9,90.0,54.5,70.0,0.813,13,7,0,225,12,3,0,8,14,6,12,36,2,2,1,0,26,10,116837,149,91,14.3,33.7,23.1,68.4,8.3,78.6,33.3,83.3,0
2023-09-02,三協フロンテア柏スタジアム,曇,29.4,全面良芝,12601,柏レイソル,横浜Ｆ・マリノス,Home,2,0,1.943,14,5,1,252,14,10,3,7,14,9,12,15,4,4,1,0,25,11,111724,120,105,13.3,35.8,14.3,69.0,21.4,78.6,33.3,75.0,0.429,8,3,0,578,7,13,4,3,21,6,18,14,0,3,1,0,17,4,110006,94,105,7.6,64.2,0.0,83.0,14.3,95.2,66.7,72.2,3
2023-09-02,三協フロンテア柏スタジアム,曇,29.4,全面良芝,12601,横浜Ｆ・マリノス,柏レイソル,Away,0,2,0.429,8,3,0,578,7,13,4,3,21,6,18,14,0,3,1,0,17,4,110006,94,105,7.6,64.2,0.0,83.0,14.3,95.2,66.7,72.2,1.943,14,5,1,252,14,10,3,7,14,9,12,15,4,4,1,0,25,11,111724,120,105,13.3,35.8,14.3,69.0,21.4,78.6,33.3,75.0,0
2023-09-15,ニッパツ三ツ沢球技場,曇,27.6,全面良芝,7771,横浜Ｆ・マリノス,サガン鳥栖,Home,1,1,2.511,22,4,0,604,29,12,3,7,23,13,15,20,1,0,1,0,54,21,121656,106,110,20.0,59.4,4.5,84.3,27.6,91.3,76.9,73.3,2.211,18,4,1,391,12,3,0,9,16,10,15,30,5,3,2,0,45,13,124363,128,110,16.4,40.6,5.6,81.1,16.7,100.0,40.0,93.3,1
2023-09-15,ニッパツ三ツ沢球技場,曇,27.6,全面良芝,7771,サガン鳥栖,横浜Ｆ・マリノス,Away,1,1,2.211,18,4,1,391,12,3,0,9,16,10,15,30,5,3,2,0,45,13,124363,128,110,16.4,40.6,5.6,81.1,16.7,100.0,40.0,93.3,2.511,22,4,0,604,29,12,3,7,23,13,15,20,1,0,1,0,54,21,121656,106,110,20.0,59.4,4.5,84.3,27.6,91.3,76.9,73.3,1
2023-09-24,県立カシマサッカースタジアム,晴,24.5,全面良芝,27463,鹿島アントラーズ,横浜Ｆ・マリノス,Home,1,2,1.879,18,6,0,387,19,16,0,5,19,8,13,23,4,4,3,0,30,8,106926,142,108,16.7,47.7,5.6,77.0,21.1,100.0,37.5,92.3,1.642,13,4,0,479,20,6,4,2,15,18,14,22,1,0,1,0,49,15,108804,135,102,12.7,52.3,15.4,80.6,20.0,80.0,72.2,50.0,0
2023-09-24,県立カシマサッカースタジアム,晴,24.5,全面良芝,27463,横浜Ｆ・マリノス,鹿島アントラーズ,Away,2,1,1.642,13,4,0,479,20,6,4,2,15,18,14,22,1,0,1,0,49,15,108804,135,102,12.7,52.3,15.4,80.6,20.0,80.0,72.2,50.0,1.879,18,6,0,387,19,16,0,5,19,8,13,23,4,4,3,0,30,8,106926,142,108,16.7,47.7,5.6,77.0,21.1,100.0,37.5,92.3,3
2023-09-29,日産スタジアム,曇,26.2,全面良芝,30800,横浜Ｆ・マリノス,ヴィッセル神戸,Home,0,2,0.709,15,3,0,456,23,12,2,8,19,19,14,31,1,0,1,0,54,12,114962,105,117,12.8,55.4,0.0,77.4,21.7,78.9,42.1,57.1,2.339,16,6,1,302,18,10,0,10,21,9,15,29,5,2,3,0,35,13,118562,157,125,12.8,44.6,12.5,69.2,5.6,61.9,55.6,80.0,0
