日付,場所,天気,気温（℃）,芝,観客（人）,チーム名,対戦相手,Home/Away,得点,失点,ゴール期待値,シュート,枠内シュート,PKによるシュート,パス,クロス,直接ＦＫ,間接ＦＫ,ＣＫ,スローイン,ドリブル,タックル,クリア,インターセプト,オフサイド,警告,退場,３０ｍライン進入,ペナルティエリア進入,総走行距離（m）,スプリント,攻撃回数,チャンス構築率,ボール保持率,シュート_成功率,パス_成功率,クロス_成功率,スローイン_成功率,ドリブル_成功率,タックル_成功率,（被）ゴール期待値,（被）シュート,（被）枠内シュート,（被）PKによるシュート,（被）パス,（被）クロス,（被）直接ＦＫ,（被）間接ＦＫ,（被）ＣＫ,（被）スローイン,（被）ドリブル,（被）タックル,（被）クリア,（被）インターセプト,（被）オフサイド,（被）警告,（被）退場,（被）３０ｍライン進入,（被）ペナルティエリア進入,（被）総走行距離（m）,（被）スプリント,（被）攻撃回数,（被）チャンス構築率,（被）ボール保持率,（被）シュート_成功率,（被）パス_成功率,（被）クロス_成功率,（被）スローイン_成功率,（被）ドリブル_成功率,（被）タックル_成功率,勝ち点
2020-07-22,日産スタジアム,晴,26.6,全面良芝,4819,横浜Ｆ・マリノス,横浜ＦＣ,Home,4,0,2.058,19,6,0,560,17,7,5,7,31,6,26,32,1,3,2,0,46,22,119887,169,126,15.1,53.1,15.8,81.1,23.5,93.5,33.3,80.8,0.861,12,3,0,486,16,16,3,7,27,15,24,14,0,5,2,0,33,8,116838,184,137,8.8,46.9,0.0,74.3,6.3,88.9,53.3,58.3,3
2020-07-22,日産スタジアム,晴,26.6,全面良芝,4819,横浜ＦＣ,横浜Ｆ・マリノス,Away,0,4,0.861,12,3,0,486,16,16,3,7,27,15,24,14,0,5,2,0,33,8,116838,184,137,8.8,46.9,0.0,74.3,6.3,88.9,53.3,58.3,2.058,19,6,0,560,17,7,5,7,31,6,26,32,1,3,2,0,46,22,119887,169,126,15.1,53.1,15.8,81.1,23.5,93.5,33.3,80.8,0
2020-07-26,札幌ドーム,屋内,24.2,全面良芝,3305,北海道コンサドーレ札幌,横浜Ｆ・マリノス,Home,3,1,1.154,15,7,0,346,8,18,1,5,18,15,27,30,4,8,1,0,23,11,121722,184,127,11.8,38.1,20.0,73.1,37.5,88.9,40.0,77.8,1.424,11,4,0,697,15,13,8,5,25,11,20,26,2,1,3,0,39,17,123473,177,123,8.9,61.9,9.1,85.4,13.3,88.0,45.5,60.0,3
2020-07-26,札幌ドーム,屋内,24.2,全面良芝,3305,横浜Ｆ・マリノス,北海道コンサドーレ札幌,Away,1,3,1.424,11,4,0,697,15,13,8,5,25,11,20,26,2,1,3,0,39,17,123473,177,123,8.9,61.9,9.1,85.4,13.3,88.0,45.5,60.0,1.154,15,7,0,346,8,18,1,5,18,15,27,30,4,8,1,0,23,11,121722,184,127,11.8,38.1,20.0,73.1,37.5,88.9,40.0,77.8,0
2020-08-01,ユアテックスタジアム仙台,晴,24.1,全面良芝,2758,ベガルタ仙台,横浜Ｆ・マリノス,Home,0,1,0.731,9,6,0,263,13,7,0,5,21,7,20,34,2,2,0,0,24,8,118801,186,124,7.3,31.7,0.0,63.5,30.8,81.0,28.6,55.0,2.309,17,4,0,783,36,11,2,15,31,17,15,16,4,0,2,0,74,30,121724,174,140,12.1,68.3,5.9,85.2,16.7,90.3,70.6,53.3,0
2020-08-01,ユアテックスタジアム仙台,晴,24.1,全面良芝,2758,横浜Ｆ・マリノス,ベガルタ仙台,Away,1,0,2.309,17,4,0,783,36,11,2,15,31,17,15,16,4,0,2,0,74,30,121724,174,140,12.1,68.3,5.9,85.2,16.7,90.3,70.6,53.3,0.731,9,6,0,263,13,7,0,5,21,7,20,34,2,2,0,0,24,8,118801,186,124,7.3,31.7,0.0,63.5,30.8,81.0,28.6,55.0,3
2020-08-08,日産スタジアム,晴,29.3,全面良芝,4988,横浜Ｆ・マリノス,柏レイソル,Home,1,1,1.354,17,5,0,794,34,20,4,7,24,16,18,14,3,3,1,0,95,29,118548,142,122,13.9,64.9,5.9,87.5,14.7,100.0,43.8,77.8,0.688,11,3,0,266,9,10,3,7,18,7,27,35,2,4,1,0,14,9,111410,123,115,9.6,35.1,9.1,70.3,22.2,94.4,28.6,59.3,1
2020-08-08,日産スタジアム,晴,29.3,全面良芝,4988,柏レイソル,横浜Ｆ・マリノス,Away,1,1,0.688,11,3,0,266,9,10,3,7,18,7,27,35,2,4,1,0,14,9,111410,123,115,9.6,35.1,9.1,70.3,22.2,94.4,28.6,59.3,1.354,17,5,0,794,34,20,4,7,24,16,18,14,3,3,1,0,95,29,118548,142,122,13.9,64.9,5.9,87.5,14.7,100.0,43.8,77.8,1
2020-08-15,昭和電工ドーム大分,晴,31.0,全面良芝,4311,大分トリニータ,横浜Ｆ・マリノス,Home,1,0,0.985,8,2,0,396,14,8,1,3,29,10,23,21,3,3,1,0,26,8,122303,205,123,6.5,42.0,12.5,77.3,35.7,89.7,60.0,65.2,1.022,14,2,0,702,13,8,3,9,26,10,20,10,2,1,0,0,50,17,125231,223,123,11.4,58.0,0.0,86.6,15.4,84.6,40.0,70.0,3
2020-08-15,昭和電工ドーム大分,晴,31.0,全面良芝,4311,横浜Ｆ・マリノス,大分トリニータ,Away,0,1,1.022,14,2,0,702,13,8,3,9,26,10,20,10,2,1,0,0,50,17,125231,223,123,11.4,58.0,0.0,86.6,15.4,84.6,40.0,70.0,0.985,8,2,0,396,14,8,1,3,29,10,23,21,3,3,1,0,26,8,122303,205,123,6.5,42.0,12.5,77.3,35.7,89.7,60.0,65.2,0
2020-08-19,ＩＡＩスタジアム日本平,曇,28.1,全面良芝,3279,清水エスパルス,横浜Ｆ・マリノス,Home,3,4,1.952,17,4,0,444,17,18,4,5,26,8,11,32,1,8,0,0,33,13,117847,217,124,13.7,47.9,11.8,79.3,29.4,88.5,25.0,63.6,1.287,17,9,0,509,28,5,7,7,20,11,19,22,2,4,2,0,64,21,123851,212,110,15.5,52.1,23.5,83.9,7.1,70.0,45.5,73.7,0
2020-08-19,ＩＡＩスタジアム日本平,曇,28.1,全面良芝,3279,横浜Ｆ・マリノス,清水エスパルス,Away,4,3,1.287,17,9,0,509,28,5,7,7,20,11,19,22,2,4,2,0,64,21,123851,212,110,15.5,52.1,23.5,83.9,7.1,70.0,45.5,73.7,1.952,17,4,0,444,17,18,4,5,26,8,11,32,1,8,0,0,33,13,117847,217,124,13.7,47.9,11.8,79.3,29.4,88.5,25.0,63.6,3
2020-08-23,日産スタジアム,晴,26.5,全面良芝,4771,横浜Ｆ・マリノス,サンフレッチェ広島,Home,3,1,1.203,13,3,0,606,15,18,10,2,26,14,22,20,0,2,1,0,55,16,119717,193,127,10.2,56.4,23.1,83.5,26.7,88.5,64.3,72.7,1.182,12,4,0,418,16,14,2,4,23,8,30,24,2,9,2,0,35,11,111962,158,125,9.6,43.6,8.3,74.2,31.3,95.7,12.5,66.7,3
2020-08-23,日産スタジアム,晴,26.5,全面良芝,4771,サンフレッチェ広島,横浜Ｆ・マリノス,Away,1,3,1.182,12,4,0,418,16,14,2,4,23,8,30,24,2,9,2,0,35,11,111962,158,125,9.6,43.6,8.3,74.2,31.3,95.7,12.5,66.7,1.203,13,3,0,606,15,18,10,2,26,14,22,20,0,2,1,0,55,16,119717,193,127,10.2,56.4,23.1,83.5,26.7,88.5,64.3,72.7,0
2020-08-26,日産スタジアム,晴,29.8,全面良芝,4181,横浜Ｆ・マリノス,北海道コンサドーレ札幌,Home,4,1,1.934,18,9,0,631,26,14,4,9,20,19,24,11,1,4,2,0,61,24,121444,200,132,13.6,57.7,22.2,85.1,19.2,90.0,52.6,54.2,2.183,14,2,0,447,13,11,4,4,18,19,15,22,3,4,1,0,31,16,117813,141,121,11.6,42.3,7.1,79.2,23.1,88.9,42.1,66.7,3
2020-08-26,日産スタジアム,晴,29.8,全面良芝,4181,北海道コンサドーレ札幌,横浜Ｆ・マリノス,Away,1,4,2.183,14,2,0,447,13,11,4,4,18,19,15,22,3,4,1,0,31,16,117813,141,121,11.6,42.3,7.1,79.2,23.1,88.9,42.1,66.7,1.934,18,9,0,631,26,14,4,9,20,19,24,11,1,4,2,0,61,24,121444,200,132,13.6,57.7,22.2,85.1,19.2,90.0,52.6,54.2,0
2020-08-29,ノエビアスタジアム神戸,晴,28.9,全面良芝,4393,ヴィッセル神戸,横浜Ｆ・マリノス,Home,3,3,2.153,14,7,0,510,14,18,4,8,22,12,15,16,0,7,1,0,32,9,110000,198,137,10.2,54.0,21.4,78.4,42.9,90.9,58.3,40.0,2.09,14,4,1,482,15,7,7,0,36,11,18,14,2,4,3,0,48,15,116152,196,126,11.1,46.0,21.4,78.4,26.7,72.2,45.5,61.1,1
2020-08-29,ノエビアスタジアム神戸,晴,28.9,全面良芝,4393,横浜Ｆ・マリノス,ヴィッセル神戸,Away,3,3,2.09,14,4,1,482,15,7,7,0,36,11,18,14,2,4,3,0,48,15,116152,196,126,11.1,46.0,21.4,78.4,26.7,72.2,45.5,61.1,2.153,14,7,0,510,14,18,4,8,22,12,15,16,0,7,1,0,32,9,110000,198,137,10.2,54.0,21.4,78.4,42.9,90.9,58.3,40.0,1
2020-09-05,日産スタジアム,晴時々雨,30.0,全面良芝,4971,横浜Ｆ・マリノス,川崎フロンターレ,Home,1,3,0.68,11,3,0,615,15,4,8,2,21,18,19,18,3,2,0,0,48,17,114850,169,122,9.0,50.5,9.1,82.9,33.3,76.2,50.0,47.4,1.665,14,3,0,519,23,9,2,6,23,18,31,18,6,8,1,0,57,26,111430,163,131,10.7,49.5,21.4,79.2,30.4,100.0,33.3,74.2,0
2020-09-05,日産スタジアム,晴時々雨,30.0,全面良芝,4971,川崎フロンターレ,横浜Ｆ・マリノス,Away,3,1,1.665,14,3,0,519,23,9,2,6,23,18,31,18,6,8,1,0,57,26,111430,163,131,10.7,49.5,21.4,79.2,30.4,100.0,33.3,74.2,0.68,11,3,0,615,15,4,8,2,21,18,19,18,3,2,0,0,48,17,114850,169,122,9.0,50.5,9.1,82.9,33.3,76.2,50.0,47.4,3
2020-09-09,パロマ瑞穂スタジアム,曇,23.6,全面良芝,4005,名古屋グランパス,横浜Ｆ・マリノス,Home,2,1,0.696,9,4,0,279,10,22,3,2,27,4,28,19,3,9,2,0,20,11,119270,182,125,7.2,35.4,22.2,65.9,20.0,81.5,50.0,82.1,0.51,8,3,0,623,8,21,9,3,30,9,11,18,0,3,3,0,48,11,118635,173,129,6.2,64.6,12.5,85.1,0.0,83.3,11.1,63.6,3
2020-09-09,パロマ瑞穂スタジアム,曇,23.6,全面良芝,4005,横浜Ｆ・マリノス,名古屋グランパス,Away,1,2,0.51,8,3,0,623,8,21,9,3,30,9,11,18,0,3,3,0,48,11,118635,173,129,6.2,64.6,12.5,85.1,0.0,83.3,11.1,63.6,0.696,9,4,0,279,10,22,3,2,27,4,28,19,3,9,2,0,20,11,119270,182,125,7.2,35.4,22.2,65.9,20.0,81.5,50.0,82.1,0
2020-09-13,日産スタジアム,曇,24.0,全面良芝,4918,横浜Ｆ・マリノス,セレッソ大阪,Home,1,2,2.314,21,4,0,756,32,4,0,5,15,9,22,7,3,1,1,1,80,27,118388,165,110,19.1,57.3,4.8,85.1,12.5,100.0,33.3,68.2,1.832,14,4,0,454,15,12,2,2,11,12,18,35,4,0,0,0,34,12,115010,139,110,12.7,42.7,14.3,81.1,40.0,90.9,66.7,72.2,0
2020-09-13,日産スタジアム,曇,24.0,全面良芝,4918,セレッソ大阪,横浜Ｆ・マリノス,Away,2,1,1.832,14,4,0,454,15,12,2,2,11,12,18,35,4,0,0,0,34,12,115010,139,110,12.7,42.7,14.3,81.1,40.0,90.9,66.7,72.2,2.314,21,4,0,756,32,4,0,5,15,9,22,7,3,1,1,1,80,27,118388,165,110,19.1,57.3,4.8,85.1,12.5,100.0,33.3,68.2,3
2020-09-16,日産スタジアム,雨のち曇,24.7,全面良芝,4171,横浜Ｆ・マリノス,清水エスパルス,Home,3,0,2.038,19,7,0,823,45,5,3,7,24,19,22,12,0,2,0,0,122,39,123474,180,119,16.0,63.7,15.8,87.6,24.4,91.7,52.6,68.2,0.642,6,1,0,347,10,9,2,2,14,10,28,38,4,3,1,1,15,5,110801,150,115,5.2,36.3,0.0,76.1,10.0,85.7,60.0,64.3,3
2020-09-16,日産スタジアム,雨のち曇,24.7,全面良芝,4171,清水エスパルス,横浜Ｆ・マリノス,Away,0,3,0.642,6,1,0,347,10,9,2,2,14,10,28,38,4,3,1,1,15,5,110801,150,115,5.2,36.3,0.0,76.1,10.0,85.7,60.0,64.3,2.038,19,7,0,823,45,5,3,7,24,19,22,12,0,2,0,0,122,39,123474,180,119,16.0,63.7,15.8,87.6,24.4,91.7,52.6,68.2,0
2020-09-19,駅前不動産スタジアム,曇,25.6,全面良芝,4925,サガン鳥栖,横浜Ｆ・マリノス,Home,1,3,1.258,12,2,0,670,14,12,3,3,10,11,26,19,2,4,0,0,51,14,129370,217,115,10.4,54.7,8.3,84.9,21.4,100.0,54.5,65.4,1.975,16,6,0,572,23,7,4,3,16,11,27,19,2,3,3,0,61,20,129826,217,117,13.7,45.3,18.8,82.2,26.1,87.5,36.4,74.1,0
2020-09-19,駅前不動産スタジアム,曇,25.6,全面良芝,4925,横浜Ｆ・マリノス,サガン鳥栖,Away,3,1,1.975,16,6,0,572,23,7,4,3,16,11,27,19,2,3,3,0,61,20,129826,217,117,13.7,45.3,18.8,82.2,26.1,87.5,36.4,74.1,1.258,12,2,0,670,14,12,3,3,10,11,26,19,2,4,0,0,51,14,129370,217,115,10.4,54.7,8.3,84.9,21.4,100.0,54.5,65.4,3
2020-09-23,日産スタジアム,雨,20.1,全面良芝,3702,横浜Ｆ・マリノス,ベガルタ仙台,Home,3,1,2.836,24,8,0,867,35,5,4,6,24,17,27,15,4,1,0,0,84,35,120715,195,138,17.4,67.2,12.5,85.7,25.7,91.7,64.7,66.7,0.34,9,4,0,322,17,11,1,5,18,13,29,22,8,4,1,0,25,6,120027,180,137,6.6,32.8,11.1,67.1,0.0,77.8,30.8,51.7,3
2020-09-23,日産スタジアム,雨,20.1,全面良芝,3702,ベガルタ仙台,横浜Ｆ・マリノス,Away,1,3,0.34,9,4,0,322,17,11,1,5,18,13,29,22,8,4,1,0,25,6,120027,180,137,6.6,32.8,11.1,67.1,0.0,77.8,30.8,51.7,2.836,24,8,0,867,35,5,4,6,24,17,27,15,4,1,0,0,84,35,120715,195,138,17.4,67.2,12.5,85.7,25.7,91.7,64.7,66.7,0
2020-09-27,三協フロンテア柏スタジアム,曇一時雨,21.1,全面良芝,2715,柏レイソル,横浜Ｆ・マリノス,Home,1,3,0.97,17,4,0,402,23,16,6,9,19,8,17,27,2,4,1,0,37,9,116605,178,133,12.8,40.7,5.9,67.9,17.4,73.7,62.5,76.5,1.707,10,2,0,644,20,12,4,0,27,7,13,25,0,6,1,0,40,16,120933,204,134,7.5,59.3,20.0,80.6,20.0,85.2,42.9,69.2,0
2020-09-27,三協フロンテア柏スタジアム,曇一時雨,21.1,全面良芝,2715,横浜Ｆ・マリノス,柏レイソル,Away,3,1,1.707,10,2,0,644,20,12,4,0,27,7,13,25,0,6,1,0,40,16,120933,204,134,7.5,59.3,20.0,80.6,20.0,85.2,42.9,69.2,0.97,17,4,0,402,23,16,6,9,19,8,17,27,2,4,1,0,37,9,116605,178,133,12.8,40.7,5.9,67.9,17.4,73.7,62.5,76.5,3
2020-09-30,ニッパツ三ツ沢球技場,晴,21.6,全面良芝,3431,横浜Ｆ・マリノス,サガン鳥栖,Home,1,1,1.728,15,4,0,629,23,8,4,8,24,14,21,20,2,3,0,0,53,18,123324,190,120,12.5,55.6,6.7,84.1,26.1,91.7,57.1,61.9,1.222,10,3,0,432,8,12,3,7,25,11,20,22,0,4,0,0,32,10,123262,188,123,8.1,44.4,10.0,78.2,12.5,80.0,45.5,40.0,1
2020-09-30,ニッパツ三ツ沢球技場,晴,21.6,全面良芝,3431,サガン鳥栖,横浜Ｆ・マリノス,Away,1,1,1.222,10,3,0,432,8,12,3,7,25,11,20,22,0,4,0,0,32,10,123262,188,123,8.1,44.4,10.0,78.2,12.5,80.0,45.5,40.0,1.728,15,4,0,629,23,8,4,8,24,14,21,20,2,3,0,0,53,18,123324,190,120,12.5,55.6,6.7,84.1,26.1,91.7,57.1,61.9,1
2020-10-04,ニッパツ三ツ沢球技場,曇,24.3,全面良芝,7279,横浜Ｆ・マリノス,ヴィッセル神戸,Home,2,3,3.531,29,8,0,788,49,7,4,12,26,6,20,11,0,1,3,0,85,34,118824,155,128,22.7,62.1,6.9,83.5,20.4,88.5,16.7,55.0,1.067,3,3,1,320,3,13,2,1,18,8,13,61,1,4,0,0,16,2,113344,155,122,2.5,37.9,100.0,71.3,0.0,55.6,37.5,61.5,0
2020-10-04,ニッパツ三ツ沢球技場,曇,24.3,全面良芝,7279,ヴィッセル神戸,横浜Ｆ・マリノス,Away,3,2,1.067,3,3,1,320,3,13,2,1,18,8,13,61,1,4,0,0,16,2,113344,155,122,2.5,37.9,100.0,71.3,0.0,55.6,37.5,61.5,3.531,29,8,0,788,49,7,4,12,26,6,20,11,0,1,3,0,85,34,118824,155,128,22.7,62.1,6.9,83.5,20.4,88.5,16.7,55.0,3
2020-10-10,ニッパツ三ツ沢球技場,雨,17.0,全面良芝,3675,横浜Ｆ・マリノス,大分トリニータ,Home,4,0,0.838,15,6,0,584,17,10,3,7,22,11,15,18,3,2,1,0,49,14,127636,170,128,11.7,45.6,26.7,85.8,17.6,72.7,63.6,60.0,0.326,5,0,0,673,19,15,2,2,28,7,17,16,4,3,1,0,38,6,121854,177,134,3.7,54.4,0.0,82.6,21.1,92.9,28.6,70.6,3
2020-10-10,ニッパツ三ツ沢球技場,雨,17.0,全面良芝,3675,大分トリニータ,横浜Ｆ・マリノス,Away,0,4,0.326,5,0,0,673,19,15,2,2,28,7,17,16,4,3,1,0,38,6,121854,177,134,3.7,54.4,0.0,82.6,21.1,92.9,28.6,70.6,0.838,15,6,0,584,17,10,3,7,22,11,15,18,3,2,1,0,49,14,127636,170,128,11.7,45.6,26.7,85.8,17.6,72.7,63.6,60.0,0
2020-10-14,パナソニック スタジアム 吹田,曇,20.6,全面良芝,6455,ガンバ大阪,横浜Ｆ・マリノス,Home,1,1,2.353,18,4,1,525,20,10,3,11,19,15,25,20,3,2,0,0,46,19,117019,161,141,12.8,51.0,5.6,77.1,15.0,78.9,46.7,64.0,1.207,10,4,0,540,15,9,2,4,31,5,19,36,1,3,0,0,48,13,116037,152,141,7.1,49.0,0.0,76.7,13.3,83.9,20.0,68.4,1
2020-10-14,パナソニック スタジアム 吹田,曇,20.6,全面良芝,6455,横浜Ｆ・マリノス,ガンバ大阪,Away,1,1,1.207,10,4,0,540,15,9,2,4,31,5,19,36,1,3,0,0,48,13,116037,152,141,7.1,49.0,0.0,76.7,13.3,83.9,20.0,68.4,2.353,18,4,1,525,20,10,3,11,19,15,25,20,3,2,0,0,46,19,117019,161,141,12.8,51.0,5.6,77.1,15.0,78.9,46.7,64.0,1
2020-10-17,ヤンマースタジアム長居,雨,14.7,全面良芝,6870,セレッソ大阪,横浜Ｆ・マリノス,Home,4,1,1.99,18,7,0,411,20,15,3,5,32,18,28,28,6,2,1,0,27,15,126819,180,144,12.5,42.3,22.2,71.5,25.0,87.5,55.6,85.7,0.691,13,4,0,664,24,6,2,5,27,7,29,29,1,3,1,0,67,19,128744,206,131,9.9,57.7,7.7,82.4,20.8,88.9,28.6,51.7,3
2020-10-17,ヤンマースタジアム長居,雨,14.7,全面良芝,6870,横浜Ｆ・マリノス,セレッソ大阪,Away,1,4,0.691,13,4,0,664,24,6,2,5,27,7,29,29,1,3,1,0,67,19,128744,206,131,9.9,57.7,7.7,82.4,20.8,88.9,28.6,51.7,1.99,18,7,0,411,20,15,3,5,32,18,28,28,6,2,1,0,27,15,126819,180,144,12.5,42.3,22.2,71.5,25.0,87.5,55.6,85.7,0
2020-10-21,日産スタジアム,晴,16.6,全面良芝,6607,横浜Ｆ・マリノス,名古屋グランパス,Home,2,1,2.304,20,9,0,665,24,12,5,9,25,16,19,10,3,1,0,0,66,21,126316,162,140,14.3,56.6,10.0,82.3,20.8,88.0,50.0,57.9,0.591,10,2,0,421,10,17,1,0,24,7,21,21,2,6,1,0,23,5,119805,171,131,7.6,43.4,10.0,76.7,20.0,70.8,42.9,61.9,3
2020-10-21,日産スタジアム,晴,16.6,全面良芝,6607,名古屋グランパス,横浜Ｆ・マリノス,Away,1,2,0.591,10,2,0,421,10,17,1,0,24,7,21,21,2,6,1,0,23,5,119805,171,131,7.6,43.4,10.0,76.7,20.0,70.8,42.9,61.9,2.304,20,9,0,665,24,12,5,9,25,16,19,10,3,1,0,0,66,21,126316,162,140,14.3,56.6,10.0,82.3,20.8,88.0,50.0,57.9,0
2020-10-24,味の素スタジアム,晴,20.6,全面良芝,9518,ＦＣ東京,横浜Ｆ・マリノス,Home,0,4,1.47,18,5,0,345,15,18,2,8,20,19,32,13,1,2,1,1,29,15,113889,211,132,13.6,38.3,0.0,74.2,46.7,90.0,47.4,65.6,1.214,12,4,0,743,15,12,2,3,23,8,29,24,0,2,1,0,63,16,118071,182,120,10.0,61.7,25.0,88.0,33.3,91.3,62.5,58.6,0
2020-10-24,味の素スタジアム,晴,20.6,全面良芝,9518,横浜Ｆ・マリノス,ＦＣ東京,Away,4,0,1.214,12,4,0,743,15,12,2,3,23,8,29,24,0,2,1,0,63,16,118071,182,120,10.0,61.7,25.0,88.0,33.3,91.3,62.5,58.6,1.47,18,5,0,345,15,18,2,8,20,19,32,13,1,2,1,1,29,15,113889,211,132,13.6,38.3,0.0,74.2,46.7,90.0,47.4,65.6,3
2020-10-28,エディオンスタジアム広島,晴,17.4,全面良芝,1984,サンフレッチェ広島,横浜Ｆ・マリノス,Home,3,1,1.587,12,5,1,291,9,9,5,3,22,11,32,22,0,4,0,0,25,11,112767,178,117,10.3,35.1,16.7,70.8,33.3,86.4,45.5,59.4,2.105,9,6,1,790,21,10,4,6,33,13,16,14,0,4,2,0,78,18,115657,165,126,7.1,64.9,11.1,85.9,14.3,90.9,38.5,62.5,3
