日付,場所,天気,気温（℃）,芝,観客（人）,チーム名,対戦相手,Home/Away,得点,失点,ゴール期待値,シュート,枠内シュート,PKによるシュート,パス,クロス,直接ＦＫ,間接ＦＫ,ＣＫ,スローイン,ドリブル,タックル,クリア,インターセプト,オフサイド,警告,退場,３０ｍライン進入,ペナルティエリア進入,総走行距離（m）,スプリント,攻撃回数,チャンス構築率,ボール保持率,シュート_成功率,パス_成功率,クロス_成功率,スローイン_成功率,ドリブル_成功率,タックル_成功率,（被）ゴール期待値,（被）シュート,（被）枠内シュート,（被）PKによるシュート,（被）パス,（被）クロス,（被）直接ＦＫ,（被）間接ＦＫ,（被）ＣＫ,（被）スローイン,（被）ドリブル,（被）タックル,（被）クリア,（被）インターセプト,（被）オフサイド,（被）警告,（被）退場,（被）３０ｍライン進入,（被）ペナルティエリア進入,（被）総走行距離（m）,（被）スプリント,（被）攻撃回数,（被）チャンス構築率,（被）ボール保持率,（被）シュート_成功率,（被）パス_成功率,（被）クロス_成功率,（被）スローイン_成功率,（被）ドリブル_成功率,（被）タックル_成功率,勝ち点
2024-04-27,ヨドコウ桜スタジアム,晴のち曇,22.4,全面良芝,18147,横浜Ｆ・マリノス,セレッソ大阪,Away,2,2,1.095,8,3,0,566,25,10,0,5,23,8,13,33,0,1,4,0,46,15,122471,126,96,8.3,53.4,25.0,84.5,16.0,91.3,75.0,61.5,2.418,18,7,1,394,16,13,1,8,14,16,13,36,2,0,0,0,48,11,121097,145,105,17.1,46.6,11.1,79.9,6.3,100.0,62.5,76.9,1
2024-05-03,日産スタジアム,晴,20.6,全面良芝,38945,横浜Ｆ・マリノス,ジュビロ磐田,Home,1,1,3.259,24,5,0,574,17,12,3,9,11,19,11,32,2,5,3,0,53,20,110591,93,103,23.3,62.4,4.2,82.4,41.2,72.7,63.2,63.6,0.879,13,1,0,291,24,13,5,6,13,12,24,39,1,3,1,0,30,15,110350,98,105,12.4,37.6,7.7,68.7,12.5,84.6,25.0,58.3,1
2024-05-03,日産スタジアム,晴,20.6,全面良芝,38945,ジュビロ磐田,横浜Ｆ・マリノス,Away,1,1,0.879,13,1,0,291,24,13,5,6,13,12,24,39,1,3,1,0,30,15,110350,98,105,12.4,37.6,7.7,68.7,12.5,84.6,25.0,58.3,3.259,24,5,0,574,17,12,3,9,11,19,11,32,2,5,3,0,53,20,110591,93,103,23.3,62.4,4.2,82.4,41.2,72.7,63.2,63.6,1
2024-05-06,埼玉スタジアム２００２,曇,22.1,全面良芝,40579,浦和レッズ,横浜Ｆ・マリノス,Home,2,1,1.369,19,6,0,501,16,13,0,8,27,20,18,18,1,3,3,0,43,16,118444,151,118,16.1,51.3,10.5,81.4,12.5,100.0,70.0,72.2,0.505,10,3,0,502,18,8,3,5,17,10,13,23,1,0,0,0,49,10,122663,139,109,9.2,48.7,10.0,81.7,0.0,94.1,40.0,61.5,3
2024-05-06,埼玉スタジアム２００２,曇,22.1,全面良芝,40579,横浜Ｆ・マリノス,浦和レッズ,Away,1,2,0.505,10,3,0,502,18,8,3,5,17,10,13,23,1,0,0,0,49,10,122663,139,109,9.2,48.7,10.0,81.7,0.0,94.1,40.0,61.5,1.369,19,6,0,501,16,13,0,8,27,20,18,18,1,3,3,0,43,16,118444,151,118,16.1,51.3,10.5,81.4,12.5,100.0,70.0,72.2,0
2024-05-15,デンカビッグスワンスタジアム,曇,21.4,全面良芝,15065,アルビレックス新潟,横浜Ｆ・マリノス,Home,3,1,1.499,19,10,0,400,12,15,2,6,18,7,11,30,0,2,0,0,34,15,117898,120,105,18.1,48.2,15.8,81.3,25.0,94.4,42.9,72.7,1.989,19,4,0,457,19,11,2,9,21,12,12,29,2,2,1,0,35,14,112816,116,109,17.4,51.8,5.3,79.6,10.5,66.7,41.7,75.0,3
2024-05-15,デンカビッグスワンスタジアム,曇,21.4,全面良芝,15065,横浜Ｆ・マリノス,アルビレックス新潟,Away,1,3,1.989,19,4,0,457,19,11,2,9,21,12,12,29,2,2,1,0,35,14,112816,116,109,17.4,51.8,5.3,79.6,10.5,66.7,41.7,75.0,1.499,19,10,0,400,12,15,2,6,18,7,11,30,0,2,0,0,34,15,117898,120,105,18.1,48.2,15.8,81.3,25.0,94.4,42.9,72.7,0
2024-05-19,味の素スタジアム,曇,27.2,全面良芝,30411,ＦＣ東京,横浜Ｆ・マリノス,Home,1,1,1.233,13,5,0,355,16,14,1,4,24,13,18,21,1,2,4,0,26,12,122129,162,122,10.7,41.9,7.7,69.9,25.0,91.7,61.5,88.9,1.063,15,4,0,546,7,12,2,6,21,11,21,20,0,1,3,0,42,12,115937,153,118,12.7,58.1,6.7,82.6,42.9,85.7,72.7,52.4,1
2024-05-19,味の素スタジアム,曇,27.2,全面良芝,30411,横浜Ｆ・マリノス,ＦＣ東京,Away,1,1,1.063,15,4,0,546,7,12,2,6,21,11,21,20,0,1,3,0,42,12,115937,153,118,12.7,58.1,6.7,82.6,42.9,85.7,72.7,52.4,1.233,13,5,0,355,16,14,1,4,24,13,18,21,1,2,4,0,26,12,122129,162,122,10.7,41.9,7.7,69.9,25.0,91.7,61.5,88.9,1
2024-05-29,日産スタジアム,晴,21.3,全面良芝,14732,横浜Ｆ・マリノス,柏レイソル,Home,4,0,2.469,20,6,1,498,13,13,2,1,22,11,15,27,5,5,2,0,34,15,117616,148,114,17.5,57.7,20.0,81.3,23.1,77.3,54.5,66.7,1.612,19,8,0,391,16,11,5,3,22,18,10,14,3,2,4,0,44,17,118368,185,118,16.1,42.3,0.0,73.1,6.3,86.4,50.0,90.0,3
2024-05-29,日産スタジアム,晴,21.3,全面良芝,14732,柏レイソル,横浜Ｆ・マリノス,Away,0,4,1.612,19,8,0,391,16,11,5,3,22,18,10,14,3,2,4,0,44,17,118368,185,118,16.1,42.3,0.0,73.1,6.3,86.4,50.0,90.0,2.469,20,6,1,498,13,13,2,1,22,11,15,27,5,5,2,0,34,15,117616,148,114,17.5,57.7,20.0,81.3,23.1,77.3,54.5,66.7,0
2024-06-01,国立競技場,晴,25.2,全面良芝,52860,鹿島アントラーズ,横浜Ｆ・マリノス,Home,3,2,1.573,15,7,0,306,13,14,1,4,18,12,25,20,5,4,2,0,32,14,108295,105,108,13.9,45.0,20.0,73.5,46.2,100.0,41.7,60.0,1.935,19,6,0,416,11,15,4,4,25,16,11,17,3,1,3,0,31,10,107573,115,117,16.2,55.0,10.5,79.6,27.3,80.0,31.3,72.7,3
2024-06-01,国立競技場,晴,25.2,全面良芝,52860,横浜Ｆ・マリノス,鹿島アントラーズ,Away,2,3,1.935,19,6,0,416,11,15,4,4,25,16,11,17,3,1,3,0,31,10,107573,115,117,16.2,55.0,10.5,79.6,27.3,80.0,31.3,72.7,1.573,15,7,0,306,13,14,1,4,18,12,25,20,5,4,2,0,32,14,108295,105,108,13.9,45.0,20.0,73.5,46.2,100.0,41.7,60.0,0
2024-06-15,日産スタジアム,晴,25.7,全面良芝,37396,横浜Ｆ・マリノス,ＦＣ町田ゼルビア,Home,1,3,0.39,9,2,0,605,9,16,4,3,23,8,12,24,0,2,0,0,34,4,109040,106,114,7.9,63.5,11.1,82.0,0.0,91.3,62.5,41.7,1.542,17,5,0,244,17,13,2,7,21,9,11,23,2,3,1,0,32,17,118204,128,99,17.2,36.5,17.6,66.4,29.4,57.1,44.4,54.5,0
2024-06-15,日産スタジアム,晴,25.7,全面良芝,37396,ＦＣ町田ゼルビア,横浜Ｆ・マリノス,Away,3,1,1.542,17,5,0,244,17,13,2,7,21,9,11,23,2,3,1,0,32,17,118204,128,99,17.2,36.5,17.6,66.4,29.4,57.1,44.4,54.5,0.39,9,2,0,605,9,16,4,3,23,8,12,24,0,2,0,0,34,4,109040,106,114,7.9,63.5,11.1,82.0,0.0,91.3,62.5,41.7,3
2024-06-19,ニッパツ三ツ沢球技場,晴,23.3,全面良芝,11110,横浜Ｆ・マリノス,サンフレッチェ広島,Home,3,2,1.766,16,6,0,494,14,9,1,5,34,28,17,35,3,0,0,0,46,12,118173,124,126,12.7,57.7,18.8,77.9,21.4,82.4,46.4,64.7,0.764,11,4,0,334,18,12,0,4,33,13,21,20,3,1,2,1,30,9,113066,126,130,8.5,42.3,18.2,64.7,16.7,78.8,46.2,71.4,3
2024-06-19,ニッパツ三ツ沢球技場,晴,23.3,全面良芝,11110,サンフレッチェ広島,横浜Ｆ・マリノス,Away,2,3,0.764,11,4,0,334,18,12,0,4,33,13,21,20,3,1,2,1,30,9,113066,126,130,8.5,42.3,18.2,64.7,16.7,78.8,46.2,71.4,1.766,16,6,0,494,14,9,1,5,34,28,17,35,3,0,0,0,46,12,118173,124,126,12.7,57.7,18.8,77.9,21.4,82.4,46.4,64.7,0
2024-06-23,札幌ドーム,屋内,24.8,全面良芝,26677,北海道コンサドーレ札幌,横浜Ｆ・マリノス,Home,0,1,1.195,15,4,0,475,22,11,1,4,14,13,13,24,1,4,1,0,44,18,114433,125,98,15.3,52.8,0.0,78.3,27.3,85.7,61.5,69.2,1.745,16,6,1,463,7,11,4,8,19,18,7,31,1,1,1,0,36,12,113675,100,112,14.3,47.2,6.3,82.5,28.6,63.2,55.6,71.4,0
2024-06-23,札幌ドーム,屋内,24.8,全面良芝,26677,横浜Ｆ・マリノス,北海道コンサドーレ札幌,Away,1,0,1.745,16,6,1,463,7,11,4,8,19,18,7,31,1,1,1,0,36,12,113675,100,112,14.3,47.2,6.3,82.5,28.6,63.2,55.6,71.4,1.195,15,4,0,475,22,11,1,4,14,13,13,24,1,4,1,0,44,18,114433,125,98,15.3,52.8,0.0,78.3,27.3,85.7,61.5,69.2,3
2024-06-26,ベスト電器スタジアム,曇,23.3,全面良芝,6953,アビスパ福岡,横浜Ｆ・マリノス,Home,2,1,0.973,11,5,0,241,15,8,2,5,16,11,25,44,4,0,1,0,22,6,119680,139,101,10.9,34.0,18.2,63.1,26.7,87.5,63.6,84.0,1.708,13,4,0,710,30,11,0,10,30,24,11,18,0,2,2,0,64,22,112214,96,118,11.0,66.0,7.7,85.8,16.7,93.3,41.7,45.5,3
2024-06-26,ベスト電器スタジアム,曇,23.3,全面良芝,6953,横浜Ｆ・マリノス,アビスパ福岡,Away,1,2,1.708,13,4,0,710,30,11,0,10,30,24,11,18,0,2,2,0,64,22,112214,96,118,11.0,66.0,7.7,85.8,16.7,93.3,41.7,45.5,0.973,11,5,0,241,15,8,2,5,16,11,25,44,4,0,1,0,22,6,119680,139,101,10.9,34.0,18.2,63.1,26.7,87.5,63.6,84.0,0
2024-06-29,日産スタジアム,晴,24.6,全面良芝,26134,横浜Ｆ・マリノス,東京ヴェルディ,Home,1,2,1.233,14,4,0,621,24,21,4,7,32,21,7,15,0,3,2,0,58,14,113472,100,116,12.1,69.4,7.1,85.0,4.2,90.6,57.1,57.1,0.531,10,3,0,183,10,18,3,5,7,6,16,39,1,4,0,0,14,3,122857,128,97,10.3,30.6,10.0,60.1,30.0,85.7,33.3,56.3,0
2024-06-29,日産スタジアム,晴,24.6,全面良芝,26134,東京ヴェルディ,横浜Ｆ・マリノス,Away,2,1,0.531,10,3,0,183,10,18,3,5,7,6,16,39,1,4,0,0,14,3,122857,128,97,10.3,30.6,10.0,60.1,30.0,85.7,33.3,56.3,1.233,14,4,0,621,24,21,4,7,32,21,7,15,0,3,2,0,58,14,113472,100,116,12.1,69.4,7.1,85.0,4.2,90.6,57.1,57.1,3
2024-07-03,ニッパツ三ツ沢球技場,晴,26.4,全面良芝,8504,横浜Ｆ・マリノス,サガン鳥栖,Home,0,1,2.347,26,5,0,563,13,11,4,8,24,21,5,29,2,4,0,0,58,23,119369,131,111,23.4,60.2,0.0,84.9,38.5,91.7,76.2,80.0,1.083,14,6,0,298,15,7,4,7,21,11,14,32,1,4,1,0,21,14,125660,138,114,12.3,39.8,7.1,69.1,33.3,85.7,54.5,64.3,0
2024-07-03,ニッパツ三ツ沢球技場,晴,26.4,全面良芝,8504,サガン鳥栖,横浜Ｆ・マリノス,Away,1,0,1.083,14,6,0,298,15,7,4,7,21,11,14,32,1,4,1,0,21,14,125660,138,114,12.3,39.8,7.1,69.1,33.3,85.7,54.5,64.3,2.347,26,5,0,563,13,11,4,8,24,21,5,29,2,4,0,0,58,23,119369,131,111,23.4,60.2,0.0,84.9,38.5,91.7,76.2,80.0,3
2024-02-24,ベスト電器スタジアム,晴,11.7,全面良芝,9445,アビスパ福岡,北海道コンサドーレ札幌,Home,0,0,0.605,9,2,0,383,8,9,1,2,19,8,20,34,2,3,0,0,31,6,117202,138,113,8.0,37.9,0.0,73.6,12.5,89.5,12.5,65.0,0.496,9,3,0,709,18,10,3,2,20,12,21,9,4,1,2,0,54,10,114806,110,126,7.1,62.1,0.0,82.4,22.2,95.0,58.3,81.0,1
2024-02-24,ベスト電器スタジアム,晴,11.7,全面良芝,9445,北海道コンサドーレ札幌,アビスパ福岡,Away,0,0,0.496,9,3,0,709,18,10,3,2,20,12,21,9,4,1,2,0,54,10,114806,110,126,7.1,62.1,0.0,82.4,22.2,95.0,58.3,81.0,0.605,9,2,0,383,8,9,1,2,19,8,20,34,2,3,0,0,31,6,117202,138,113,8.0,37.9,0.0,73.6,12.5,89.5,12.5,65.0,1
2024-03-02,駅前不動産スタジアム,晴,12.0,全面良芝,7346,サガン鳥栖,北海道コンサドーレ札幌,Home,4,0,1.666,12,5,1,441,20,10,3,5,23,12,17,14,0,4,0,0,38,15,118061,122,130,9.2,47.5,25.0,73.9,10.0,82.6,41.7,64.7,1.809,11,3,1,481,7,10,4,5,24,10,17,23,2,3,3,1,27,10,109796,131,133,8.3,52.5,0.0,75.1,28.6,100.0,40.0,64.7,3
2024-03-02,駅前不動産スタジアム,晴,12.0,全面良芝,7346,北海道コンサドーレ札幌,サガン鳥栖,Away,0,4,1.809,11,3,1,481,7,10,4,5,24,10,17,23,2,3,3,1,27,10,109796,131,133,8.3,52.5,0.0,75.1,28.6,100.0,40.0,64.7,1.666,12,5,1,441,20,10,3,5,23,12,17,14,0,4,0,0,38,15,118061,122,130,9.2,47.5,25.0,73.9,10.0,82.6,41.7,64.7,0
2024-03-10,札幌ドーム,屋内,22.6,良芝,18942,北海道コンサドーレ札幌,浦和レッズ,Home,0,1,0.847,12,1,0,581,11,11,1,4,28,8,21,24,1,1,2,0,52,10,109978,104,125,9.6,57.0,0.0,78.1,27.3,89.3,25.0,66.7,1.198,9,3,0,375,11,16,1,3,21,13,30,35,3,1,0,0,30,18,110732,100,123,7.3,43.0,11.1,73.3,45.5,76.2,69.2,63.3,0
2024-03-10,札幌ドーム,屋内,22.6,良芝,18942,浦和レッズ,北海道コンサドーレ札幌,Away,1,0,1.198,9,3,0,375,11,16,1,3,21,13,30,35,3,1,0,0,30,18,110732,100,123,7.3,43.0,11.1,73.3,45.5,76.2,69.2,63.3,0.847,12,1,0,581,11,11,1,4,28,8,21,24,1,1,2,0,52,10,109978,104,125,9.6,57.0,0.0,78.1,27.3,89.3,25.0,66.7,3
2024-03-16,札幌ドーム,屋内,22.1,良芝,14607,北海道コンサドーレ札幌,ＦＣ町田ゼルビア,Home,1,2,0.799,9,3,0,585,18,16,1,6,24,15,15,18,1,0,1,0,45,11,116151,128,132,6.8,60.9,11.1,80.3,33.3,95.8,46.7,80.0,1.16,7,2,0,301,14,12,0,4,20,11,23,28,3,1,1,0,30,20,119244,120,123,5.7,39.1,28.6,65.4,14.3,50.0,54.5,60.9,0
2024-03-16,札幌ドーム,屋内,22.1,良芝,14607,ＦＣ町田ゼルビア,北海道コンサドーレ札幌,Away,2,1,1.16,7,2,0,301,14,12,0,4,20,11,23,28,3,1,1,0,30,20,119244,120,123,5.7,39.1,28.6,65.4,14.3,50.0,54.5,60.9,0.799,9,3,0,585,18,16,1,6,24,15,15,18,1,0,1,0,45,11,116151,128,132,6.8,60.9,11.1,80.3,33.3,95.8,46.7,80.0,3
2024-03-30,ノエビアスタジアム神戸,晴,21.2,全面良芝,17374,ヴィッセル神戸,北海道コンサドーレ札幌,Home,6,1,3.542,25,13,0,342,20,12,3,6,19,14,22,13,6,3,2,0,41,23,121669,166,138,18.1,41.0,24.0,67.8,25.0,84.2,50.0,81.8,0.293,5,0,0,575,5,8,3,1,20,14,12,15,1,3,1,0,44,7,114354,135,132,3.8,59.0,0.0,78.4,0.0,100.0,21.4,66.7,3
2024-03-30,ノエビアスタジアム神戸,晴,21.2,全面良芝,17374,北海道コンサドーレ札幌,ヴィッセル神戸,Away,1,6,0.293,5,0,0,575,5,8,3,1,20,14,12,15,1,3,1,0,44,7,114354,135,132,3.8,59.0,0.0,78.4,0.0,100.0,21.4,66.7,3.542,25,13,0,342,20,12,3,6,19,14,22,13,6,3,2,0,41,23,121669,166,138,18.1,41.0,24.0,67.8,25.0,84.2,50.0,81.8,0
2024-04-03,札幌ドーム,屋内,21.9,全面良芝,9564,北海道コンサドーレ札幌,名古屋グランパス,Home,1,2,0.872,11,2,0,654,16,13,0,8,21,17,13,9,1,1,2,0,62,15,113717,90,123,8.9,57.5,9.1,83.0,18.8,90.5,41.2,84.6,1.682,7,5,1,418,4,10,1,1,17,8,19,22,0,0,2,0,23,5,115678,105,111,6.3,42.5,28.6,76.3,25.0,100.0,25.0,63.2,0
2024-04-03,札幌ドーム,屋内,21.9,全面良芝,9564,名古屋グランパス,北海道コンサドーレ札幌,Away,2,1,1.682,7,5,1,418,4,10,1,1,17,8,19,22,0,0,2,0,23,5,115678,105,111,6.3,42.5,28.6,76.3,25.0,100.0,25.0,63.2,0.872,11,2,0,654,16,13,0,8,21,17,13,9,1,1,2,0,62,15,113717,90,123,8.9,57.5,9.1,83.0,18.8,90.5,41.2,84.6,3
2024-04-06,札幌ドーム,屋内,21.9,全面良芝,10827,北海道コンサドーレ札幌,ガンバ大阪,Home,1,0,0.949,12,2,0,474,14,15,3,6,15,11,19,14,0,0,1,0,37,11,110965,102,119,10.1,51.4,8.3,77.6,28.6,86.7,45.5,57.9,1.265,13,1,0,420,6,15,0,4,16,8,18,25,1,3,3,0,32,8,107389,88,118,11.0,48.6,0.0,74.5,33.3,87.5,62.5,77.8,3
2024-04-06,札幌ドーム,屋内,21.9,全面良芝,10827,ガンバ大阪,北海道コンサドーレ札幌,Away,0,1,1.265,13,1,0,420,6,15,0,4,16,8,18,25,1,3,3,0,32,8,107389,88,118,11.0,48.6,0.0,74.5,33.3,87.5,62.5,77.8,0.949,12,2,0,474,14,15,3,6,15,11,19,14,0,0,1,0,37,11,110965,102,119,10.1,51.4,8.3,77.6,28.6,86.7,45.5,57.9,0
2024-04-13,デンカビッグスワンスタジアム,晴,19.3,全面良芝,17936,アルビレックス新潟,北海道コンサドーレ札幌,Home,1,1,0.739,13,4,0,647,14,14,0,5,20,22,7,17,1,0,1,0,51,10,111991,104,119,10.9,61.4,7.7,85.2,28.6,95.0,50.0,71.4,0.896,10,4,0,362,7,12,0,6,13,11,14,35,4,0,3,1,28,8,111691,91,111,9.0,38.6,10.0,74.9,28.6,76.9,45.5,71.4,1
